"GID","UNIPROT"
"NCU02163","Q7SEQ4"
"NCU02164","Q7SEQ3"
"NCU02165","Q7SEQ2"
"NCU02169","Q7SEP8"
"NCU02170","Q7SEP7"
"NCU02171","Q7SEP6"
"NCU02172","Q7SEP5"
"NCU02174","Q7SE09"
"NCU02176","Q7SE07"
"NCU02177","Q7SE06"
"NCU02182","Q7SE02"
"NCU02183","Q7SE01"
"NCU02187","Q7SDZ7"
"NCU02189","Q7S4D1"
"NCU02191","Q7S4C9"
"NCU02192","Q7S4C8"
"NCU02194","Q7S4C7"
"NCU02198","Q7S4C3"
"NCU02199","Q7S4C2"
"NCU02205","Q7S467"
"NCU02206","Q7S466"
"NCU02211","Q7S461"
"NCU02212","Q7S460"
"NCU02213","Q7S3X6"
"NCU02215","Q7S3X4"
"NCU02218","Q7S4H5"
"NCU02219","Q7S4H4"
"NCU02221","Q7S4H2"
"NCU02222","Q7S4H1"
"NCU02223","Q7S4H0"
"NCU02225","Q7S4G8"
"NCU02229","Q7S4G4"
"NCU02236","Q7S443"
"NCU02239","Q7S440"
"NCU02243","Q7S436"
"NCU02246","Q7S5B7"
"NCU02248","Q7S5B6"
"NCU02251","Q7S5B3"
"NCU02258","V5IKG4"
"NCU02259","Q7S5A5"
"NCU02261","Q7S5A4"
"NCU02262","Q7S5A3"
"NCU02268","Q7S598"
"NCU02270","Q7S596"
"NCU02272","Q7S594"
"NCU02275","Q7S593"
"NCU02278","Q7S590"
"NCU02281","Q7S587"
"NCU02285","V5IKF9"
"NCU02286","Q7S583"
"NCU02292","Q7S578"
"NCU02293","Q7S577"
"NCU02294","Q7S576"
"NCU02297","Q7S573"
"NCU02298","Q7S572"
"NCU02300","Q7S570"
"NCU02301","Q7S569"
"NCU02303","Q7S567"
"NCU02304","Q7S566"
"NCU02306","Q7S564"
"NCU02307","Q7S563"
"NCU02308","Q7S562"
"NCU02309","Q7S561"
"NCU02310","V5IKF7"
"NCU02311","Q7S424"
"NCU02314","Q7S421"
"NCU02315","V5ILL9"
"NCU02316","V5IKM5"
"NCU02317","Q7S418"
"NCU02318","Q7S417"
"NCU02320","Q7S415"
"NCU02321","Q7S3W6"
"NCU02323","Q7S4U1"
"NCU02324","Q7S4U0"
"NCU02326","Q7S4T8"
"NCU02327","V5ILL6"
"NCU02329","Q7S4T5"
"NCU02331","Q7S4T3"
"NCU02334","Q7S4T1"
"NCU02339","Q7S4S6"
"NCU02340","Q7S4S5"
"NCU02341","Q7S4S4"
"NCU02342","Q7S413"
"NCU02345","Q7S410"
"NCU02346","Q7S409"
"NCU02350","Q7S4X5"
"NCU02353","V5IML0"
"NCU02355","Q7S4X0"
"NCU02359","Q7S4W7"
"NCU02362","Q7S4W4"
"NCU02365","Q7S4W1"
"NCU02367","Q7S4V9"
"NCU02370","Q7S4V6"
"NCU02377","Q7S4V0"
"NCU02383","Q7S4Q1"
"NCU02385","Q7S4P9"
"NCU02386","Q7S4P8"
"NCU02388","V5IL10"
"NCU02389","Q7S4P5"
"NCU02390","Q7S4P4"
"NCU02398","Q7S4N7"
"NCU02399","Q7S4N6"
"NCU02402","Q7S4N3"
"NCU02405","Q7S479"
"NCU02409","V5IKL0"
"NCU02410","V5IKE5"
"NCU02411","Q7S473"
"NCU02412","V5IL02"
"NCU02418","Q7S4E1"
"NCU02429","Q7S3Y0"
"NCU02436","Q7S3Y5"
"NCU02453","V5IMH6"
"NCU02458","Q7S448"
"NCU02461","Q7S446"
"NCU02465","Q7SG98"
"NCU02470","Q7SG93"
"NCU02483","Q7SG81"
"NCU02485","Q7SG79"
"NCU02486","Q7SG78"
"NCU02487","Q7SG77"
"NCU02488","Q7SG76"
"NCU02492","Q7SG72"
"NCU02494","Q7SG70"
"NCU02497","Q7SG67"
"NCU02501","Q7SG64"
"NCU02503","Q7SG62"
"NCU02508","Q7SHV3"
"NCU02512","Q7SHV0"
"NCU02516","Q7SHU7"
"NCU02517","Q7SHU6"
"NCU02519","Q7SHU4"
"NCU02521","Q7SHU2"
"NCU02522","Q7SHU1"
"NCU02523","Q7SHU0"
"NCU02525","Q7SHT8"
"NCU02526","Q7SHT7"
"NCU02527","Q7SHT6"
"NCU02529","Q7SHT4"
"NCU02531","Q7SHT2"
"NCU02535","Q7SHS9"
"NCU02545","Q7SHR9"
"NCU02547","V5IQB9"
"NCU02548","Q7SHR6"
"NCU02553","Q7SHR2"
"NCU02559","Q7SHQ6"
"NCU02560","Q7SHQ5"
"NCU02561","Q7SHQ4"
"NCU02562","Q7SHQ3"
"NCU02567","Q7SHP8"
"NCU02568","Q7SHP7"
"NCU02574","Q1K955"
"NCU02575","Q1K954"
"NCU02577","Q7SHP0"
"NCU02584","Q7SHN4"
"NCU02589","Q7SG31"
"NCU02590","Q7SG30"
"NCU02593","Q7SG27"
"NCU02594","Q7SG26"
"NCU02595","Q7SG25"
"NCU02596","Q7SG24"
"NCU02597","Q7SG23"
"NCU02598","Q7SG22"
"NCU02601","V5IQU2"
"NCU02602","Q7SG18"
"NCU02604","Q7SG16"
"NCU02606","V5IRH4"
"NCU02607","Q7SG13"
"NCU02608","Q7SG12"
"NCU02609","V5IP88"
"NCU02612","Q7SG08"
"NCU02613","Q7SG07"
"NCU02615","Q7SG05"
"NCU02622","Q7SFZ8"
"NCU02625","Q7SDI5"
"NCU02627","V5IP89"
"NCU02628","Q7SDI2"
"NCU02634","V5IQH3"
"NCU02637","Q7SDA9"
"NCU02638","V5IRH8"
"NCU02641","Q7SDA5"
"NCU02643","Q7SDA3"
"NCU02644","V5IQH7"
"NCU02651","Q7SH77"
"NCU02652","Q7SH76"
"NCU02655","Q7SH73"
"NCU02656","Q7SH72"
"NCU02659","Q7SH70"
"NCU02664","V5IQV2"
"NCU02672","Q7SH57"
"NCU02673","Q7SH56"
"NCU02674","Q7SH55"
"NCU02676","Q7SH53"
"NCU02678","Q7SH51"
"NCU02682","Q7SH47"
"NCU02683","Q7SH46"
"NCU02686","Q7SH43"
"NCU02691","V5IPA5"
"NCU02692","Q7SH37"
"NCU02694","Q7SH35"
"NCU02695","Q7SH34"
"NCU02697","V5IQI6"
"NCU02698","Q7SH31"
"NCU02700","Q7SH29"
"NCU02703","Q7SH26"
"NCU02710","Q7SH19"
"NCU02711","Q7SH18"
"NCU02718","V5IRI4"
"NCU02719","Q7SGD0"
"NCU02720","Q7SGC9"
"NCU02721","Q7SGC8"
"NCU02722","Q7SGC7"
"NCU02725","Q7SGC4"
"NCU02730","Q7SGB9"
"NCU02731","Q7SGB8"
"NCU02732","Q7SGB7"
"NCU02735","Q7SGB4"
"NCU02736","V5IQV9"
"NCU02740","Q7SGA9"
"NCU02742","Q7SGA8"
"NCU02745","V5IPM7"
"NCU02749","Q7SGA1"
"NCU02759","Q7SCM4"
"NCU02761","Q7SCM2"
"NCU02769","Q7SE25"
"NCU02770","Q7SE24"
"NCU02772","Q7SE22"
"NCU02773","Q7SE21"
"NCU02774","Q7SE20"
"NCU02775","Q7SE19"
"NCU02779","Q7SE15"
"NCU02782","V5IQQ7"
"NCU02784","Q7SD78"
"NCU02787","Q7SD75"
"NCU02789","Q7SD73"
"NCU02790","Q7SD72"
"NCU02791","Q7SD71"
"NCU02793","V5IQQ3"
"NCU02798","Q7SEL4"
"NCU02799","Q7SEL3"
"NCU02807","V5IRA3"
"NCU02808","Q7SEK6"
"NCU02809","Q7SEK5"
"NCU02817","Q7SEJ8"
"NCU02818","Q7SEJ7"
"NCU02834","Q7RUW9"
"NCU02838","Q7RUW5"
"NCU02842","Q7SDQ7"
"NCU02843","V5IRH5"
"NCU02846","Q7SDQ6"
"NCU02847","Q7SDQ5"
"NCU02849","Q7RUV9"
"NCU02854","Q7SDQ2"
"NCU02856","Q7SDQ0"
"NCU02857","Q7SDP9"
"NCU02858","Q7SDD4"
"NCU02860","Q7SDD2"
"NCU02861","Q7SDD1"
"NCU02862","V5IQP1"
"NCU02864","Q7SDC8"
"NCU02865","Q7SDC7"
"NCU02866","Q7SDC6"
"NCU02867","Q7SDC5"
"NCU02868","Q7SDC4"
"NCU02869","Q7SDC3"
"NCU02870","Q7SDC2"
"NCU02872","Q7SDC0"
"NCU02873","Q7SDB9"
"NCU02875","Q7SHM9"
"NCU02876","Q7SHM8"
"NCU02877","Q7SHM7"
"NCU02878","Q7SHM6"
"NCU02880","Q7SHM4"
"NCU02882","Q7SHM2"
"NCU02883","Q7SHM1"
"NCU02884","Q7SHM0"
"NCU02886","Q7SHL8"
"NCU02888","Q7SHL6"
"NCU02889","Q7SHL5"
"NCU02890","Q7SHL4"
"NCU02897","Q7SHK7"
"NCU02898","Q7SHK6"
"NCU02899","Q7SHK5"
"NCU02900","Q7SHK4"
"NCU02901","Q7SHK3"
"NCU02902","Q7SHK2"
"NCU02908","Q7SHJ6"
"NCU02910","Q7SHJ4"
"NCU02914","Q7SHJ0"
"NCU02915","Q7SHI9"
"NCU02917","Q7SHI7"
"NCU02923","Q7SHI1"
"NCU02926","Q7SHH8"
"NCU02927","Q7SHH7"
"NCU02928","Q7SHH6"
"NCU02929","Q7SHH5"
"NCU02930","Q7SHH4"
"NCU02931","Q7SHH3"
"NCU02934","Q7SHH0"
"NCU02937","Q7SHG7"
"NCU02938","Q7SHG6"
"NCU02939","Q7SHG5"
"NCU02940","Q7SHG4"
"NCU02941","V5IQN5"
"NCU02942","Q7SHG2"
"NCU02944","Q7SHG0"
"NCU02945","Q7SHF9"
"NCU02947","Q7SHF7"
"NCU02949","Q7SHF5"
"NCU02950","Q7SHF4"
"NCU02952","Q7SHF2"
"NCU02953","Q7SHF1"
"NCU02957","V5IRG9"
"NCU02959","V5IQN3"
"NCU02962","Q7SH07"
"NCU02964","Q7SH05"
"NCU02968","Q1K951"
"NCU02970","Q1K950"
"NCU02972","Q1K949"
"NCU02974","Q7RUY7"
"NCU02975","F5HDP0"
"NCU02976","Q7RUY5"
"NCU02983","Q1K945"
"NCU02988","Q1K943"
"NCU02989","Q7RUY2"
"NCU02990","V5IQB0"
"NCU02991","Q1K942"
"NCU02994","Q1K941"
"NCU02995","V5IR77"
"NCU03001","Q1K939"
"NCU03003","Q1K938"
"NCU03011","Q1K932"
"NCU03014","Q7RUX1"
"NCU03015","V5IR74"
"NCU03016","F5HB65"
"NCU03017","Q7SGZ9"
"NCU03019","Q7SGZ7"
"NCU03029","Q7SGY7"
"NCU03034","Q7SDH4"
"NCU03035","Q7SDH3"
"NCU03037","Q7SDH1"
"NCU03041","Q7SDG7"
"NCU03044","Q7SD27"
"NCU03047","Q7SD24"
"NCU03052","Q7SCK9"
"NCU03053","Q7SCK8"
"NCU03054","Q7SCK7"
"NCU03056","Q7SCK3"
"NCU03057","Q7SCK2"
"NCU03063","V5IPE6"
"NCU03067","Q7SCS4"
"NCU03070","V5IPF0"
"NCU03072","Q7SDT8"
"NCU03073","Q7SDT7"
"NCU03074","Q7SDT6"
"NCU03077","Q7SDT3"
"NCU03078","Q7SDT2"
"NCU03079","Q7SDT1"
"NCU03080","Q7SDT0"
"NCU03081","Q7SDS9"
"NCU03082","Q7SDS8"
"NCU03083","Q7SDS7"
"NCU03088","Q7SCZ8"
"NCU03089","Q7SCZ7"
"NCU03091","Q7SCZ5"
"NCU03094","Q7SCZ3"
"NCU03101","Q7SFZ3"
"NCU03103","Q7SFZ1"
"NCU03104","Q7SFZ0"
"NCU03105","Q7SFY9"
"NCU03106","Q7SFY8"
"NCU03109","Q7SFY5"
"NCU03110","V5IQZ0"
"NCU03111","Q7SFY3"
"NCU03120","V5IRK5"
"NCU03121","Q7SFX3"
"NCU03123","Q7SFX1"
"NCU03126","Q7SFW9"
"NCU03128","Q7SFW7"
"NCU03130","Q7SFW5"
"NCU03132","Q7SDV8"
"NCU03135","Q7SDV5"
"NCU03136","Q7SDV4"
"NCU03140","Q7SDV1"
"NCU03142","V5IQZ7"
"NCU03153","Q7SEX8"
"NCU03157","Q7SEX4"
"NCU03160","Q7SEX1"
"NCU03161","Q7SEX0"
"NCU03162","Q7SEW9"
"NCU03165","Q7SEW6"
"NCU03167","Q7SEW5"
"NCU03169","Q7SEW3"
"NCU03172","Q7SEW0"
"NCU03174","V5IR01"
"NCU03175","V5IPV5"
"NCU03176","V5IPH7"
"NCU03178","Q7SEV4"
"NCU03179","Q7SEV3"
"NCU03180","Q7SEV2"
"NCU03182","Q7SEV0"
"NCU03183","Q7SEU9"
"NCU03189","Q7SGY0"
"NCU03192","Q7SGX7"
"NCU03193","Q7SGX6"
"NCU03198","Q7SGX1"
"NCU03202","Q7SGW7"
"NCU03203","Q7SGW6"
"NCU03205","Q7SGW4"
"NCU03208","Q7SGW1"
"NCU03210","Q7SGV9"
"NCU03211","Q7SGV8"
"NCU03212","Q7SGV7"
"NCU03220","V5IRL1"
"NCU03222","V5IR11"
"NCU03225","Q7SGU4"
"NCU03233","Q7SGT7"
"NCU03238","V5IPX5"
"NCU03239","Q7SGT1"
"NCU03240","Q7SGT0"
"NCU03245","Q7SCM6"
"NCU03247","Q7SCQ6"
"NCU03248","Q7SCQ5"
"NCU03250","Q7SCQ3"
"NCU03253","Q7SEH4"
"NCU03254","Q7SEH3"
"NCU03260","Q7SEG8"
"NCU03265","V5IRL4"
"NCU03266","Q7SEG2"
"NCU03268","Q7SEG0"
"NCU03270","Q7SEF8"
"NCU03271","Q7SEF7"
"NCU03274","V5IR20"
"NCU03275","Q7SEF3"
"NCU03279","Q7SDX6"
"NCU03284","Q7SDX1"
"NCU03285","V5IPZ4"
"NCU03286","Q7SDW9"
"NCU03287","Q7SDW8"
"NCU03288","Q7SDW7"
"NCU03293","Q7SDW3"
"NCU03294","Q7SDW2"
"NCU03298","Q7SEP4"
"NCU03299","Q7SEP3"
"NCU03303","Q7SEP0"
"NCU03307","Q7SEN7"
"NCU03308","Q7SEN6"
"NCU03313","Q7SEN1"
"NCU03315","Q7SEM9"
"NCU03318","Q7SEM6"
"NCU03323","V5IQS8"
"NCU03329","Q1K4Q0"
"NCU03331","Q1K4P8"
"NCU03334","Q1K533"
"NCU03336","Q1K531"
"NCU03338","V5IN11"
"NCU03342","Q1K526"
"NCU03344","Q1K525"
"NCU03345","Q1K524"
"NCU03346","V5IPS6"
"NCU03351","Q7RXE3"
"NCU03354","Q7RXE1"
"NCU03356","Q7RXE0"
"NCU03360","Q1K505"
"NCU03361","Q1K504"
"NCU03365","Q1K500"
"NCU03366","Q7RX24"
"NCU03367","Q7RX23"
"NCU03368","Q1K4Z9"
"NCU03370","V5IN05"
"NCU03373","Q7RX19"
"NCU03374","Q7RX18"
"NCU03375","Q7RX17"
"NCU03376","Q7RX16"
"NCU03379","V5IQW9"
"NCU03382","Q7RY20"
"NCU03383","Q1K5G5"
"NCU03384","Q1K5G4"
"NCU03385","Q1K5G3"
"NCU03386","Q7RY19"
"NCU03390","Q7RY16"
"NCU03392","Q7RY14"
"NCU03397","V5IPR5"
"NCU03398","Q1K5F8"
"NCU03399","Q7RY12"
"NCU03400","F5HD67"
"NCU03403","Q7RY08"
"NCU03405","Q1K5F6"
"NCU03406","V5IN90"
"NCU03408","Q7RY06"
"NCU03410","Q1K5F3"
"NCU03411","Q1K5F2"
"NCU03412","Q1K5F1"
"NCU03413","Q7RY05"
"NCU03414","Q1K5F0"
"NCU03417","Q7RY04"
"NCU03418","V5IPQ8"
"NCU03420","Q7RW37"
"NCU03422","A3RNI4"
"NCU03424","Q1K5C4"
"NCU03427","Q7RXU4"
"NCU03428","Q1K5C1"
"NCU03429","Q1K5C0"
"NCU03430","Q1K5B9"
"NCU03433","Q1K5B8"
"NCU03435","Q1K5B7"
"NCU03437","Q1K5B5"
"NCU03439","Q1K5B3"
"NCU03444","V5IN86"
"NCU03446","Q1K5A7"
"NCU03448","Q1K5A6"
"NCU03449","F5H9X4"
"NCU03451","Q7RXU0"
"NCU03452","Q7RXT9"
"NCU03456","Q1K4U4"
"NCU03458","Q1K4U3"
"NCU03466","Q1K518"
"NCU03467","Q7RX66"
"NCU03469","Q7RX65"
"NCU03470","V5IP67"
"NCU03472","Q1K514"
"NCU03473","V5IMZ1"
"NCU03474","Q1K512"
"NCU03476","Q7RX64"
"NCU03477","Q1K510"
"NCU03478","Q7RX63"
"NCU03480","Q1K508"
"NCU03481","Q1K507"
"NCU03484","Q7RW24"
"NCU03486","V5IP63"
"NCU03490","Q7RW90"
"NCU03496","Q1K4P0"
"NCU03499","Q7RW69"
"NCU03502","Q1K4N6"
"NCU03506","Q1K4N3"
"NCU03507","Q1K4N2"
"NCU03511","Q7RVN6"
"NCU03512","Q1K4P4"
"NCU03513","Q1K4P3"
"NCU03514","Q7RW87"
"NCU03518","Q7RW86"
"NCU03520","Q1K5E6"
"NCU03529","Q1K5E0"
"NCU03531","Q1K5D8"
"NCU03532","Q1K5D7"
"NCU03534","Q1K5D6"
"NCU03535","Q1K5D5"
"NCU03540","Q1K5D4"
"NCU03541","F5HBB3"
"NCU03543","Q1K5D2"
"NCU03544","Q1K5D1"
"NCU03545","V5IN68"
"NCU03547","Q1K5C8"
"NCU03548","Q1K4M0"
"NCU03549","Q1K4L9"
"NCU03550","Q7RW25"
"NCU03551","Q1K4M6"
"NCU03552","Q7RW35"
"NCU03553","Q1K4M5"
"NCU03554","Q7RWQ3"
"NCU03555","Q1K4W4"
"NCU03558","Q1K4W1"
"NCU03562","Q7RWQ1"
"NCU03567","Q1K4V6"
"NCU03568","Q7RWP8"
"NCU03569","Q1K4V5"
"NCU03570","Q7RWP7"
"NCU03573","Q1K4T1"
"NCU03574","Q7RWI7"
"NCU03577","Q7RWI6"
"NCU03578","Q1K4S8"
"NCU03580","Q1K4S6"
"NCU03581","Q7RWI5"
"NCU03582","Q1K4S5"
"NCU03583","Q7S726"
"NCU03585","Q7S735"
"NCU03589","Q7S772"
"NCU03590","Q7S771"
"NCU03599","Q1K7S3"
"NCU03602","Q1K7S1"
"NCU03604","Q7S7V4"
"NCU03613","Q7S7V1"
"NCU03614","Q1K7R6"
"NCU03620","Q1K7R3"
"NCU03624","Q1K7Q9"
"NCU03626","F5HD47"
"NCU03627","Q1K7Q7"
"NCU03629","Q1K7Q5"
"NCU03630","Q1K7Q4"
"NCU03631","Q1K7Q3"
"NCU03634","Q1K7Q0"
"NCU03636","V5INT2"
"NCU03638","Q1K7P9"
"NCU03640","Q1K7P7"
"NCU03644","Q1K7P5"
"NCU03645","Q1K7P4"
"NCU03646","V5INT7"
"NCU03647","Q7RVV5"
"NCU03649","Q1K7P2"
"NCU03653","Q1K6Q3"
"NCU03654","Q1K6Q2"
"NCU03662","Q1K6P6"
"NCU03665","F5HE88"
"NCU03667","Q1K815"
"NCU03673","V5ILD4"
"NCU03675","Q7S7Y9"
"NCU03679","Q1K810"
"NCU03681","Q1K809"
"NCU03684","V5IL38"
"NCU03685","V5IM10"
"NCU03689","F5HCL2"
"NCU03691","Q1K803"
"NCU03694","F5HCG5"
"NCU03698","V5IM15"
"NCU03700","Q1K7Z6"
"NCU03701","Q1K7Z5"
"NCU03707","Q1K7Z1"
"NCU03708","Q1K7Z0"
"NCU03709","Q1K7Y9"
"NCU03712","Q1K7Y8"
"NCU03716","Q7S7Y3"
"NCU03721","Q1K7Y3"
"NCU03726","Q1K7Y0"
"NCU03728","Q1K7X8"
"NCU03733","Q1K7X5"
"NCU03735","Q1K7X4"
"NCU03736","Q7S7X5"
"NCU03740","F5HDM5"
"NCU03742","V5ILE5"
"NCU03746","Q7RVU2"
"NCU03747","Q1K7C4"
"NCU03751","Q1K7C2"
"NCU03754","Q1K7C0"
"NCU03758","Q1K7B6"
"NCU03760","Q1K7B5"
"NCU03761","Q1K7B4"
"NCU03762","Q7S7P5"
"NCU03773","V5INZ4"
"NCU03774","Q1K7A6"
"NCU03775","Q1K7A5"
"NCU03780","Q7S7P3"
"NCU03785","Q1K798"
"NCU03787","V5IM45"
"NCU03790","Q1K7H7"
"NCU03791","Q7S7S3"
"NCU03793","F5HHJ6"
"NCU03805","Q1K7G6"
"NCU03807","Q1K7G5"
"NCU03810","Q1K7G2"
"NCU03811","Q1K7G1"
"NCU03816","Q1K7F9"
"NCU03821","V5IL68"
"NCU03822","Q1K7F3"
"NCU03825","Q7S7R8"
"NCU03828","Q7S7R5"
"NCU03829","Q7S7R4"
"NCU03830","Q7S7R3"
"NCU03831","Q7S7R2"
"NCU03835","Q7S746"
"NCU03840","Q7S741"
"NCU03843","Q7S738"
"NCU03844","Q7S737"
"NCU03847","Q7RW29"
"NCU03848","V5IKQ0"
"NCU03851","Q7RW82"
"NCU03856","Q7RW78"
"NCU03858","Q7RW76"
"NCU03863","Q7RW71"
"NCU03864","Q7RW70"
"NCU03868","Q7RXI2"
"NCU03870","V5ILI5"
"NCU03873","Q7RXH7"
"NCU03874","Q7RXH6"
"NCU03878","Q7RXH2"
"NCU03879","Q7RXH1"
"NCU03881","Q7RXG9"
"NCU03882","V5IN83"
"NCU03884","Q7RXG6"
"NCU03885","Q7RXG5"
"NCU03892","Q7RZD5"
"NCU03895","Q7RZD2"
"NCU03904","F5HED5"
"NCU03905","F5HEL0"
"NCU03915","Q1K5Z6"
"NCU03918","Q1K5Z5"
"NCU03928","Q7RZC6"
"NCU03932","Q7RZC4"
"NCU03934","Q7RZC3"
"NCU03950","Q7RU98"
"NCU03956","Q7RZB2"
"NCU03960","Q7RZA8"
"NCU03964","Q7RZA4"
"NCU03968","Q7RZA1"
"NCU03969","Q7RZA0"
"NCU03974","Q7RXK4"
"NCU03976","Q7RU14"
"NCU03977","Q7RU16"
"NCU03983","Q7RXJ9"
"NCU03984","Q7RXJ8"
"NCU03990","V5INA7"
"NCU03993","Q7RXJ0"
"NCU03994","Q7RXI9"
"NCU03997","Q7RXI6"
"NCU04006","Q7RZJ6"
"NCU04007","Q7RZJ5"
"NCU04012","Q7RZJ3"
"NCU04014","Q1K614"
"NCU04018","Q1K611"
"NCU04024","Q1K606"
"NCU04025","Q7RZJ0"
"NCU04026","Q7RZI9"
"NCU04028","Q7RZI7"
"NCU04030","Q7RZI5"
"NCU04031","Q7RZI4"
"NCU04032","Q7RZI3"
"NCU04034","Q7RZI1"
"NCU04036","Q7RZH9"
"NCU04037","Q7RZH8"
"NCU04038","Q7RZH7"
"NCU04042","Q7RZH3"
"NCU04043","Q7RZH2"
"NCU04045","Q7RZH1"
"NCU04046","Q7RZH0"
"NCU04047","Q7RZG9"
"NCU04048","Q7RZG8"
"NCU04049","Q7RZG7"
"NCU04052","Q7RZG4"
"NCU04053","Q7RZG3"
"NCU04058","Q7RZF9"
"NCU04059","Q7RZF8"
"NCU04060","Q7RZF7"
"NCU04061","Q7RZF6"
"NCU04064","Q7RZF4"
"NCU04066","Q7RZF2"
"NCU04067","Q7RZF1"
"NCU04070","Q7RZE8"
"NCU04073","Q7RZE6"
"NCU04075","Q7RZE5"
"NCU04079","Q7RWN0"
"NCU04082","Q7RWM7"
"NCU04083","Q7RWM6"
"NCU04085","Q7RWM4"
"NCU04088","Q7RWM1"
"NCU04091","Q7RWL8"
"NCU04102","Q1K6V4"
"NCU04105","V5ILX3"
"NCU04106","V5INC6"
"NCU04107","Q1K7N9"
"NCU04112","Q1K7N4"
"NCU04113","Q7S7U6"
"NCU04114","Q7S7U5"
"NCU04123","Q1K7M8"
"NCU04126","Q1K7M5"
"NCU04128","Q1K7M4"
"NCU04131","Q1K7M1"
"NCU04132","V5ILX7"
"NCU04134","Q7S7U3"
"NCU04138","Q1K7L7"
"NCU04139","Q1K7L6"
"NCU04145","Q1K7L2"
"NCU04146","Q1K7L1"
"NCU04148","Q1K7L0"
"NCU04151","Q1K7K8"
"NCU04154","Q7S7T9"
"NCU04160","Q1K7K2"
"NCU04162","Q7S7T7"
"NCU04163","Q7S7B1"
"NCU04164","V5IMR2"
"NCU04167","Q1K6P3"
"NCU04168","Q1K6P2"
"NCU04169","Q1K6P1"
"NCU04170","V5ILM8"
"NCU04174","Q1K7F1"
"NCU04175","Q1K7F0"
"NCU04193","Q1K7D8"
"NCU04194","Q7S7Q6"
"NCU04199","Q1K7D5"
"NCU04206","Q1K7D1"
"NCU04208","Q1K7C9"
"NCU04209","Q1K7C8"
"NCU04211","Q1K7C7"
"NCU04212","V5IPI8"
"NCU04214","Q7S7Q0"
"NCU04219","Q7S7H5"
"NCU04222","Q1K6U8"
"NCU04223","Q7S7H3"
"NCU04224","V5INF1"
"NCU04226","Q7S7H1"
"NCU04227","Q1K6U6"
"NCU04231","Q7S7T6"
"NCU04232","Q1K7K0"
"NCU04233","Q1K7J9"
"NCU04234","Q7RVV0"
"NCU04235","Q7S7T5"
"NCU04236","V5IMS7"
"NCU04246","V5ILP1"
"NCU04249","Q1K7J1"
"NCU04254","Q7S7T0"
"NCU04255","Q7S7S9"
"NCU04256","Q1K7I8"
"NCU04261","Q1K7I5"
"NCU04266","Q1K7I1"
"NCU04267","Q7S7S6"
"NCU04268","Q1K7I0"
"NCU04270","Q7RVU7"
"NCU04276","Q1K792"
"NCU04278","Q1K790"
"NCU04282","Q1K787"
"NCU04283","V5ING3"
"NCU04284","V5IMT7"
"NCU04285","Q1K784"
"NCU04286","Q1K783"
"NCU04287","F5HGN4"
"NCU04289","Q1K782"
"NCU04290","V5ING6"
"NCU04291","Q1K780"
"NCU04297","Q7S7N9"
"NCU04299","Q1K774"
"NCU04300","Q7S7N8"
"NCU04305","Q1K727"
"NCU04308","Q1K725"
"NCU04310","Q7S7L6"
"NCU04314","Q7S7L2"
"NCU04322","Q1K718"
"NCU04324","Q1K716"
"NCU04329","Q1K712"
"NCU04330","Q7S7K8"
"NCU04341","Q7RX35"
"NCU04342","Q7RX34"
"NCU04346","Q7RX30"
"NCU04351","Q7RX25"
"NCU04353","Q7RW67"
"NCU04356","Q7RW64"
"NCU04357","Q7RW63"
"NCU04359","V5IQB6"
"NCU04360","Q7RW60"
"NCU04363","Q7RWR7"
"NCU04364","V5IP66"
"NCU04365","Q7RWR5"
"NCU04366","Q7RWR4"
"NCU04367","Q7RWR3"
"NCU04369","V5IMP5"
"NCU04373","Q7RWQ7"
"NCU04375","V5IQB1"
"NCU04376","V5INM0"
"NCU04381","Q7RZ91"
"NCU04382","Q7RZ90"
"NCU04383","V5IMN9"
"NCU04384","Q7RZ88"
"NCU04386","Q7RZ86"
"NCU04392","Q7RZ81"
"NCU04394","Q7RZ79"
"NCU04396","Q7RZ77"
"NCU04397","Q7RZ76"
"NCU04398","Q7RZ75"
"NCU04400","Q7RZ73"
"NCU04408","Q7RZ66"
"NCU04412","Q7RZ62"
"NCU04415","V5IMN5"
"NCU04416","V5INK9"
"NCU04417","Q7RZ57"
"NCU04418","Q7RZ56"
"NCU04420","Q7RZ54"
"NCU04423","Q7RZ51"
"NCU04424","Q7RZ50"
"NCU04425","Q7RZ49"
"NCU04427","Q7RZ47"
"NCU04428","Q7RZ46"
"NCU04432","Q7RZ42"
"NCU04436","Q7RZ38"
"NCU04437","Q7RZ37"
"NCU04440","Q7RZ34"
"NCU04444","Q7RZ30"
"NCU04445","Q7RZ29"
"NCU04446","Q7RZ28"
"NCU04447","Q7RZ27"
"NCU04451","Q7RWB5"
"NCU04455","Q7RWB1"
"NCU04456","Q7RWB0"
"NCU04464","Q7RYE3"
"NCU04467","Q7RYE0"
"NCU04469","Q7RYD8"
"NCU04471","Q7RYD6"
"NCU04476","Q7RYD1"
"NCU04477","Q7RYD0"
"NCU04480","Q7RYC7"
"NCU04482","Q7RYC5"
"NCU04484","Q7RYC3"
"NCU04486","V5IMC0"
"NCU04487","Q7RYC0"
"NCU04488","Q7RYB9"
"NCU04490","Q7RYB7"
"NCU04491","V5IP23"
"NCU04492","Q7RYB5"
"NCU04493","Q7RYB4"
"NCU04496","Q7RYB1"
"NCU04497","Q7RYB0"
"NCU04498","V5IP18"
"NCU04499","Q7RYA8"
