"SYMBOL","ENTREZID","UNIPROT"
"ortT",,"P64453"
"bcsF",948059,"P0ADJ5"
"hyfC",947492,"P77858"
"rarD",948330,"P27844"
"nrdB",946732,"P69924"
"rpmF",945657,"C4ZS29"
"pnp",947672,"B1XGX6"
"ghrA",946431,"P75913"
"otnK",,"Q46889"
"pepP",947385,"P15034"
"yciX",1450257,"P58094"
"frvX",948388,"P32153"
"nadK",947092,"C4ZYN2"
"fliC",949101,"P04949"
"bdcR",948775,"P39334"
"typA",948369,"P32132"
"tehA",945852,"P25396"
"renD",945024,"P75718"
"rsmE",945816,"P0AGL7"
"ahpF",947540,"P35340"
"rusA",945174,"P0AG74"
"yddM",946040,"P67699"
"yggW",947446,"P52062"
"ynfF",945268,"P77783"
"argG",947590,"C4ZSR2"
"nlpA",948175,"P04846"
"aroP",946018,"P15993"
"thrS",946222,"P0A8M3"
"tsf",944866,"P0A6P1"
"yjiC",948850,"P39374"
"trpGD",,"P00904"
"dinJ",944914,"Q47150"
"ruvA",946369,"C4ZQE5"
"recJ",947367,"P21893"
"ycjQ",945971,"P76043"
"ugpC",947953,"P10907"
"birA",948469,"P06709"
"yccJ",948930,"P0AB14"
"yobD",946343,"P67601"
"ygeA",947348,"P03813"
"mgtA",948778,"P0ABB8"
"mdtH",946920,"P69367"
"yeaW",946325,"P0ABR7"
"hcr",947660,"P75824"
"yhfT",947883,"P45546"
"hycG",947191,"P16433"
"pbl",947338,"Q46790"
"dgcF",,"P76147"
"rhoL",,"P0ADF3"
"dgcJ",,"P76237"
"ydhJ",946499,"P76185"
"insB4",,"P57998"
"mlaC",947710,"P0ADV7"
"wzyE",948293,"C4ZZ61"
"ybaT",945363,"P77400"
"tap",946397,"P07018"
"tyrB",948563,"P04693"
"yjjZ",1450313,"P55914"
"ybgQ",946537,"P75750"
"sucD",945314,"P0AGE9"
"hycH",947438,"P0AEV7"
"lsrG",946073,"P64461"
"yajL",945066,"Q46948"
"insQ",944942,"P76102"
"dusA",948558,"P32695"
"rimL",945998,"P13857"
"fsaA",945449,"P78055"
"murC",946153,"B1XC68"
"acs",948572,"P27550"
"frvR",948389,"P32152"
"yafY",944934,"P77365"
"astC",946255,"P77581"
"fsaB",948439,"P32669"
"ygiQ",948963,"Q46861"
"yoaC",946308,"P64490"
"ydiH",946194,"P64476"
"inaA",946731,"P27294"
"allS",945139,"P0ACR0"
"cnu",946152,"P64467"
"ppdB",948985,"P08371"
"yciG",947489,"P21361"
"rcsC",948993,"P0DMC5"
"xylA",948141,"P00944"
"adhP",946036,"P39451"
"slyD",947859,"P0A9K9"
"btsT",,"P39396"
"yegK",947269,
"ylbH",,"P77759"
"dld",946653,"P06149"
"yeiP",946674,"B1X869"
"yfhM",947302,"P76578"
"tcdA",947291,"Q46927"
"yafF",1450235,"Q2EEP9"
"yceH",945633,"C4ZS07"
"cysM",946888,"P16703"
"ycbV",945562,"P75860"
"torZ",946389,"P46923"
"glgX",947941,"C4ZVY1"
"surA",944812,"P0ABZ6"
"yjiT",945056,"P39391"
"aroK",2847759,"B1X737"
"ccmH",946623,"P0ABM9"
"rdgB",947429,"P52061"
"treA",945757,"B1XAN8"
"fnr",945908,"P0A9E5"
"pinE",945721,"P03014"
"ibpB",948192,"C4ZYW3"
"yfjY",947125,"P52140"
"ubiB",948322,"B1XAJ9"
"eutT",946939,"P65643"
"dhaR",945743,"P76016"
"eptC",948458,"P0CB39"
"rraA",948419,"C5A096"
"intS",946821,"P37326"
"yjiS",948903,"P39390"
"hisD",946531,"P06988"
"ygcS",947238,"Q46909"
"ylcH",5061504,"Q47268"
"rstA",946199,"P52108"
"fadA",948324,"P21151"
"citC",945231,"P77390"
"metF",948432,"P0AEZ1"
"nuoC",946759,"B1X8Z8"
"gatC",946603,"P69831"
"yjbI",948546,"P32690"
"cspC",946339,"P0A9Y6"
"ydaU",945925,"P76065"
"insE2",,"P0CF67"
"yegV",946637,"P76419"
"yejA",946675,"P33913"
"ydhV",948756,"P76192"
"mokB",948820,"P76096"
"ybgO",947550,"P75748"
"dcuB",948641,"P0ABN9"
"yrhD",,"P58037"
"zipA",946869,"P77173"
"yabQ",,"P39221"
"zur",948552,"P0AC51"
"yjjP",948812,"P0ADD5"
"mutH",947299,"C4ZZY4"
"mnmE",948222,"C4ZYY4"
"cydB",945347,"P0ABK2"
"allC",945150,"P77425"
"fliP",946462,"P0AC05"
"tonB",945843,"P02929"
"ykfA",949004,"P75678"
"yggP",2847686,"P52048"
"mscM",948676,"P39285"
"acpP",944805,"P0A6A8"
"mreC",947655,"P16926"
"rutR",945075,"P0ACU2"
"tldD",947749,"P0AGG8"
"mtlR",948116,"P0AF10"
"thiD",946459,"P76422"
"yohF",949126,"P33368"
"yjiA",948882,"P24203"
"narW",946032,"P19317"
"insA6",,"P0CF12"
"menB",946747,"P0ABU0"
"yeaE",946302,"P76234"
"ydjY",946248,"P76220"
"ypjF",947131,"Q46953"
"ycaL",945534,"P43674"
"yjjQ",948896,"P0ADD7"
"dcuD",946575,"P45428"
"otnC",,"Q46890"
"ppsR",946207,"B1XG10"
"rfaS",,"P27126"
"ghxQ",2847748,"Q46817"
"napC",946706,"P0ABL5"
"lit",948421,"P11072"
"ydhW",947180,"P77564"
"yeaO",945675,"P76243"
"ybhM",949001,"P75769"
"ynhF",5061505,"A5A618"
"nrdA",946612,"P00452"
"rnlB",947113,"P52130"
"tpiA",948409,"P0A858"
"hypD",947189,"P24192"
"ygcP",947536,"Q46906"
"msrQ",,"B1X6C1"
"fecC",948826,"P15030"
"fdoH",948395,"P0AAJ5"
"lysP",946667,"P25737"
"yacH",944868,"P36682"
"yjcZ",948633,"P39267"
"ynfE",946135,"P77374"
"cbpA",947572,"C4ZQC8"
"rplT",945152,"B1XG23"
"malM",948547,"P03841"
"yjiV",2847669,"P39393"
"ynjC",946273,"P76224"
"fimA",948838,"P04128"
"ilvM",948279,"P0ADG1"
"radD",,"P33919"
"yfgM",946981,"P76576"
"yeeW",946535,"P64526"
"lsrR",946070,"P76141"
"ybdN",945205,"P77216"
"tar",946399,"P07017"
"frmR",944986,"P0AAP3"
"rlmJ",948012,"P37634"
"yoeF",1450273,"Q2EES3"
"cbrB",948231,"P31468"
"katE",946234,"P21179"
"ybhJ",945380,"P75764"
"fadI",948823,"B1X9L5"
"lpxC",944816,"P0A725"
"ytfQ",948746,"P39325"
"rof",944891,"P0AFW8"
"aegA",947383,"P37127"
"udk",946597,"P0A8F4"
"yfdK",948822,"P77656"
"deoA",948901,"P07650"
"ygaU",947144,
"pgrR",945930,"P77333"
"cusS",945978,"P77485"
"yehX",946659,"P33360"
"uxuR",948849,"P39161"
"aroE",947776,"B1X6D4"
"yihL",948368,"P0ACM9"
"fucP",947487,"P11551"
"ybiX",947502,"P75779"
"acrF",947768,"P24181"
"hycI",947428,"P0AEV9"
"ydhB",945208,"P0ACR2"
"ybaE",949093,"P46890"
"uspF",945948,"P37903"
"motB",946402,"P0AF06"
"yhfA",947860,"P0ADX1"
"fixX",948590,"P68646"
"dgoA",2847766,"Q6BF16"
"manA",944840,"P00946"
"sdhD",945322,"P0AC44"
"yjiP",948866,"P0DP21"
"sucC",945312,"P0A836"
"rfc",,"P37748"
"cysA",946889,"P16676"
"ydgA",946172,"P77804"
"garR",947631,"P0ABQ2"
"yaiX",4056039,"P75697"
"pmrR",11115379,"G3MTW7"
"yiiS",948416,"P32162"
"dhaL",945748,"P76014"
"yihT",948373,"P32141"
"ygbA",947187,"P25728"
"yhjJ",948040,"P37648"
"yjdP",2847754,"Q6BEX5"
"livJ",947971,"P0AD96"
"cpxA",948405,"P0AE82"
"rplY",945618,"C4ZU30"
"ybaN",945558,"P0AAR5"
"matP",945570,"C4ZQ82"
"nirC",2847757,"P0AC26"
"insC2",,"P0CF41"
"ycbF",945559,"P40876"
"gntX",947915,"P46846"
"gntU",2847760,"P0AC96"
"hrpB",944845,"P37024"
"mhpR",945938,"P77569"
"ybhF",945413,"P0A9U1"
"ymfI",945712,"P75972"
"fabG",945645,"P0AEK2"
"yfaL",946595,"P45508"
"yceI",946145,"P0A8X2"
"yedR",946477,"P76334"
"yobB",948329,"P76280"
"mppA",945951,"P77348"
"ybeT",945243,"P77296"
"htrC",,"P27375"
"mdaB",947512,"P0AEY5"
"menA",948418,"P32166"
"ftnA",946410,"P0A998"
"ydiT",946214,"P77714"
"arpB",948935,"P76205"
"aldB",948104,"P37685"
"lpxB",944838,"B1XD51"
"ydeK",,"P32051"
"ydfX",946112,"P76165"
"msrB",947188,"P0A746"
"malQ",947923,"P15977"
"mdoD",,"C4ZVG4"
"dicB",946110,"P09557"
"higB",947591,"P64578"
"yjhB",948807,"P39352"
"rhaT",948398,"C5A075"
"emrY",946835,"P52600"
"lepA",947051,"P60785"
"dctR",948021,"P37195"
"betB",947376,"P17445"
"yhfL",947879,"P64627"
"ybaV",945884,"P0AAR8"
"kduD",947323,"P37769"
"aceA",948517,"P0A9G6"
"tusD",947852,"B1X6J4"
"ygjR",947600,"P42599"
"creD",948868,"P08369"
"yccS",947001,"P75870"
"eutL",946914,"P76541"
"fryC",949111,"P77579"
"aroL",945031,"P0A6E1"
"ppc",948457,"B1XBC1"
"yggM",947455,"P46142"
"napB",946698,"P0ABL3"
"rpsN",947801,"B1X6F9"
"fhuC",945250,"P07821"
"yjiR",949089,"P39389"
"damX",947930,"P11557"
"slt",948908,"P0AGC3"
"yjiX",949090,"P0ADC8"
"focB",949032,"P77733"
"coaE",949060,"P0A6I9"
"insH10",,"P0CE57"
"ydiL",946181,"P76196"
"yrdD",947782,"P45771"
"rlmI",946691,"C4ZQ93"
"napF",946813,"P0AAL0"
"fadD",946327,"P69451"
"ygjJ",947597,"P42591"
"yddL",945737,"P77519"
"orn",948675,"P0A784"
"flgH",946996,"P0A6S0"
"kefG",947857,"B1X6K1"
"mprA",945282,"P0ACR9"
"ompR",947913,"P0AA16"
"ppdD",945817,"P36647"
"coaBC",,"P0ABQ0"
"ygaM",947157,"P0ADQ7"
"yfaY",945478,"P77808"
"yjjJ",944883,"P39410"
"dmsD",945987,"P69853"
"torC",946252,"P33226"
"yhdW",947766,"P45766"
"gmhB",944879,"P63228"
"yfdQ",946827,"P76513"
"yfaQ",946730,"P76463"
"recX",947172,"C4ZYU3"
"idi",949020,"C5A0G1"
"phoA",945041,"P00634"
"nikC",947990,"P0AFA9"
"wcaE",946543,"P71239"
"yeiS",948983,"P64536"
"alpA",946758,"P33997"
"ydjI",946291,"P77704"
"agaS",947645,"P42907"
"intZ",946923,"P76542"
"yhaV",947638,"P64594"
"entD",945194,"P19925"
"yafV",946585,"Q47679"
"ybhI",945377,"P75763"
"rpnA",,"P31667"
"iscA",946999,"B1XB03"
"ninE",945151,"Q47270"
"era",947036,"B1XB40"
"flgF",945639,"P75938"
"yhjA",948038,"P37197"
"nlpC",946220,"P23898"
"epmB",948662,"P39280"
"ydeS",946047,"P77789"
"ybjJ",945471,"P75810"
"ydcL",948203,"P64451"
"lyx",,"P37677"
"ubiH",947388,"P25534"
"mazF",947252,"P0AE70"
"cmtB",945125,"P69824"
"wecC",948977,"P27829"
"yhhQ",947984,"P37619"
"yhfZ",947897,"P45552"
"arnF",945344,"B1X8X2"
"hemA",945777,"B1XAQ1"
"lacA",945674,"P07464"
"yfeN",946872,"P45564"
"ydhL",946168,"P64474"
"ttdR",947562,"P45463"
"yheT",947855,"P45524"
"yfcA",946808,"P0AD30"
"dnaA",948217,"C4ZYX9"
"cytR",948427,"P0ACN7"
"rpe",947896,"P0AG07"
"ybdK",947246,"C4ZV25"
"gltL",945254,"P0AAG3"
"csiE",947009,"P54901"
"smg",947781,"P0A828"
"ygaV",947136,"P77295"
"glcD",947353,"P0AEP9"
"ansP",946019,"P77610"
"yraP",947659,"P64596"
"ykfG",944930,"Q47685"
"insC4",,"P0CF43"
"bglX",946682,"P33363"
"ccmA",946714,"P33931"
"yobF",946338,"P64508"
"mpl",948752,"P37773"
"yaeP",1450233,"P0A8K5"
"ibsE",7751629,"C1P617"
"cyoC",946897,"P0ABJ3"
"yfaD",946737,"P37014"
"cspA",948070,"P0A9X9"
"grxC",948132,"P0AC62"
"mnmA",945690,"P25745"
"hofP",947900,"P45750"
"leuS",947497,"C4ZWC9"
"abrB",945321,"P75747"
"yqeC",947350,"Q46809"
"yfcG",946763,"P77526"
"barA",947255,"P0AEC5"
"racR",945899,"P76062"
"ylcG",1450240,"Q47272"
"ynaI",945898,"P0AEB5"
"yifB",948282,"P22787"
"rfaY",,"P27240"
"pspG",948557,"P32696"
"atoE",946721,"P76460"
"psiE",948528,"P0A7C8"
"pgk",947414,"P0A799"
"yffB",946953,"P24178"
"aspC",945553,"P00509"
"yphE",948990,"P77509"
"hybE",947483,"P0AAN1"
"ilvY",948284,"P05827"
"yadM",944828,"P37018"
"yrbG",947730,"P45394"
"metQ",944893,"P28635"
"sugE",948671,"A0A387D0B6"
"puuA",946202,"P78061"
"fis",947697,"P0A6R3"
"araH",948923,"P0AE26"
"mrdA",945240,"P0AD65"
"priC",945071,"P23862"
"pepA",948791,"C4ZRD1"
"ybeF",945219,"P30979"
"nfsA",945483,"P17117"
"ybeQ",945251,"P77234"
"creB",948922,"P08368"
"ecpC",947606,"P77802"
"rpsD",947793,"C4ZUF1"
"puuP",946287,"P76037"
"fruK",946676,"P0AEW9"
"ydiM",946196,"P76197"
"yrhA",947951,"P46856"
"mdoG",,"P33136"
"yihO",948377,"P32136"
"srmB",947055,"P21507"
"ymgD",945732,"P0AB46"
"glnP",945621,"P0AEQ6"
"xapA",946878,"P45563"
"yieP",948263,"P31475"
"hslJ",946525,"P52644"
"dut",948607,"B1X974"
"ybgD",945325,"P37909"
"hybG",948020,"P0AAM7"
"yabI",944783,"P30149"
"ycaM",945518,"P75835"
"dtpD",947368,"P75742"
"gudX",947261,"Q46915"
"yqeK",947329,"P77136"
"kup",948255,"C4ZZ25"
"bsmA",948708,"P39297"
"hybB",948615,"P37180"
"ynfG",945638,"P0AAJ1"
"dnaN",948218,"P0A988"
"sapF",945335,"P0AAH8"
"melA",948636,"P06720"
"ytiD",,"P0DPC5"
"ymfR",945700,"P75979"
"recB",947286,"P08394"
"yiiX",948436,"P32167"
"treC",948762,"P28904"
"ivbL",948181,"P03061"
"artJ",948981,"P30860"
"yeeT",946513,"P64521"
"pykF",946179,"P0AD61"
"rfaL",,"P27243"
"ybiA",945426,"P30176"
"ydgC",945156,"P0ACX0"
"proW",947145,"P14176"
"mltD",945694,"P0AEZ7"
"bcsB",948045,"P37652"
"ydcA",945986,"P0ACW4"
"metE",948323,"B1XAJ3"
"rnpA",948215,"C4ZYY1"
"def",947780,"P0A6K3"
"yfiF",947066,"P0AGJ5"
"hofM",947908,"P45753"
"lgoD",948883,"P39400"
"yhdE",947753,"P25536"
"ydaS",945923,"P76063"
"pheS",946223,"C4ZYH6"
"thrC",945198,"P00934"
"ihfA",945472,"P0A6X7"
"yfdO",,"P0AD35"
"pfkA",948412,"C5A083"
"yidD",1450303,"B1X9T3"
"dgoK",948207,"P31459"
"hdeA",948025,"P0AES9"
"mltF",947028,"B1XB33"
"thrL",944742,"B1XBC6"
"curA",946012,"P76113"
"yqaA",945419,"P0ADR0"
"ymgG",945728,"C4ZS88"
"fumB",948642,"P14407"
"rhtB",948316,"P0AG34"
"polB",944779,"P21189"
"ytfL",948735,"P0AE45"
"yncH",946024,"P76118"
"yedJ",946478,"P46144"
"tmcA",946053,"P76562"
"ybfE",945291,"P0AAU7"
"prpC",947528,"P31660"
"lolC",945673,"P0ADC3"
"mdtG",945627,"P25744"
"nikR",947995,"B1X7T9"
"rtcA",2847707,"B1X765"
"ymdA",949012,"P75917"
"ydiY",946218,"P76206"
"tusC",947853,"C4ZUJ9"
"sfmH",945407,"P75715"
"glnS",945310,"C4ZWF6"
"insL2",,"P0CF92"
"rimK",945484,"B1X7Z3"
"yjhF",949102,"P39357"
"thiG",948493,"C5A0T1"
"yidL",948186,"P31449"
"yceB",947377,"P0AB26"
"amiD",945494,"P75820"
"manB",,"P24175"
"yqcE",947248,"P77031"
"rpoA",947794,"P0A7Z4"
"ulaB",948716,"P69822"
"tolQ",948900,"P0ABU9"
"recQ",948318,"P15043"
"yhhM",947975,"P37615"
"hisM",946790,"P0AEU3"
"yfcE",946755,"P67095"
"wbbL",4056030,"P36667"
"rclB",945658,"P75687"
"ygiS",947140,"Q46863"
"ydjJ",946292,"P77280"
"glpD",947934,"P13035"
"ybhN",945410,"P75770"
"ybcV",945178,"P77598"
"yjfL",948701,"P0AF80"
"ydaT",945924,"P76064"
"yihQ",948376,"P32138"
"yhdP",2847740,"P46474"
"nusA",947682,"P0AFF6"
"yfaH",946718,"P45505"
"b3808",,"P11291"
"yfiH",947089,"P33644"
"qseC",947174,"P40719"
"mdtB",946606,"B1X7H1"
"dpiB",,"P77510"
"yghX",2847694,"Q7DFU6"
"rho",948297,"P0AG30"
"xisE",945705,"P75970"
"yehA",946642,"P33340"
"pdxH",946806,"P0AFI7"
"bioH",947916,"B1X758"
"yqjD",947614,"P64581"
"thiE",948491,"P30137"
"endA",949092,"P25736"
"atpC",948245,"C4ZZ09"
"rpmA",945190,"C4ZSS4"
"ydfV",948801,"P76163"
"yhcE",4056032,"P45421"
"fliJ",946454,"P52613"
"ytfB",948727,"P39310"
"ldcA",945756,"P76008"
"yifL",1450304,"P0ADN6"
"rhaB",948399,"B1XB71"
"yhiD",948019,"P0AFV2"
"azuC",7751642,"C1P605"
"yhiM",947997,"P37630"
"gfcE",945586,"P0A932"
"rhaS",948397,"C5A073"
"ycfL",948539,"P75946"
"rpoB",948488,"P0A8V2"
"edd",946362,"P0ADF6"
"sfmA",945522,"P0ABW5"
"ytiC",,"P0DPC4"
"ymfQ",945707,"P75982"
"lptB",947725,"P0A9V1"
"ychQ",945781,"Q46755"
"nanA",947742,"B1XHJ8"
"yagG",944947,"P75683"
"ybeY",946430,"C4ZWE6"
"mnmC",946800,"P77182"
"ychH",945762,"P0AB49"
"yfeH",946874,"P39836"
"yfaT",946622,"P76466"
"yahO",944985,"P75694"
"hyfA",946959,"P23481"
"chiA",947837,"P13656"
"ydjX",946250,"P76219"
"clcB",947179,"C4ZY54"
"cheZ",946392,"P0A9H9"
"hemF",946908,"B1XAA7"
"rpmC",947807,"B1X6G4"
"lomR",4056036,"P77184"
"ydjA",945964,"P0ACY1"
"pqiA",944999,"P0AFL9"
"frwC",948448,"P32672"
"yfgG",946980,"P64545"
"glcC",947466,"P0ACL5"
"wrbA",947263,"P0A8G6"
"katG",948431,"B1XBA8"
"tam",946074,"C4ZWT6"
"ydfU",946108,"P76162"
"cdsA",944876,"P0ABG1"
"yhcH",947750,"P45424"
"infB",947684,"P0A705"
"selD",946768,"P16456"
"ddpX",945532,"P77790"
"ybfK",948953,"P46121"
"rlmG",947589,"B1XG88"
"yffS",946932,"P76550"
"yehC",946621,"P33342"
"insB3",,"P0CF27"
"puuE",945446,"P50457"
"fadL",946820,"P10384"
"yhcF",947735,"P45422"
"sxy",946504,"P75869"
"rplO",947798,"C4ZUF6"
"queD",945123,"P65870"
"holB",945661,"P28631"
"queG",948686,"P39288"
"rpoE",947050,"P0AGB6"
"ptsN",947721,"P69829"
"gabD",948060,"P25526"
"hyfJ",947713,"P77453"
"yejB",946679,"P0AFU0"
"ybaL",946576,"P39830"
"yjgA",948751,"P0A8X0"
"ypdI",949107,"O32528"
"insD4",,"P0CF56"
"pntB",946144,"P0AB67"
"citE",945406,"P0A9I1"
"lacI",945007,"P03023"
"gatR",2847672,"P36930"
"relE",947549,"P0C077"
"arnT",947297,"P76473"
"mdlB",945088,"P0AAG5"
"ppnN",,"P0ADR8"
"yejK",946690,"C4ZU31"
"dgcN",,"P46139"
"glvC",2847721,"P31452"
"yrbN",7751619,"C1P618"
"dgoR",2847767,"P31460"
"azoR",947569,"P41407"
"wecB",944789,"P27828"
"ptsO",,"P0A9N0"
"ygfS",949016,"Q46819"
"mepH",945210,"P76190"
"truA",946793,"B1X929"
"yjjA",948887,"P18390"
"folC",945451,"P08192"
"sra",946030,"P68191"
"racC",945920,"P15033"
"ydiV",946217,"P76204"
"emrB",947167,"P0AEJ0"
"kbl",948138,"P0AB77"
"ucpA",946898,"P37440"
"ylbF",945195,"P0AAS5"
"ispD",948269,"B1XCS3"
"dinG",945431,"P27296"
"sgcA",948831,"P39363"
"yccM",946295,"P52636"
"relA",947244,"P0AG20"
"yiaC",946460,"P37664"
"asnB",945281,"P22106"
"slmA",948158,"C4ZXN3"
"frlA",947878,"P45539"
"purM",946975,"C4ZX74"
"yliI",945467,"P75804"
"yagF",944928,"P77596"
"ydiS",946212,"P77337"
"galR",947314,"P03024"
"ybiW",945444,"P75793"
"skp",944861,"P0AEU7"
"ridA",948771,"P0AF93"
"eptA",948629,"P30845"
"nirB",947868,"P08201"
"yahB",945278,"P77700"
"perR",945417,"Q57083"
"thiL",947387,"P0AGG0"
"yqjC",947622,"P42616"
"tsgA",947869,"B1X712"
"yjbE",948534,"P0AF45"
"trmD",947099,"B1XBS9"
"yddE",944782,"P37757"
"tfaE",945723,"P09153"
"frdA",948667,"P00363"
"miaB",945260,"P0AEI1"
"gcl",945394,"P0AEP7"
"yciI",949085,"P0AB55"
"ycbB",,"P22525"
"ygeG",946986,"Q46787"
"ycfP",945676,"C4ZS48"
"tdcB",947633,"P0AGF6"
"yobI",7751641,"C1P604"
"pncC",947169,"P0A6G3"
"ttcA",948967,"C4ZV92"
"thrA",945803,"P00561"
"yieK",948229,"P31470"
"dsdA",946837,"P00926"
"mlrA",949029,"P33358"
"fbaA",947415,"P0AB71"
