FLYBASE,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,SYMBOL,UNIGENE,UNIPROT
FBgn0041111,FBgn0041111,FBpp0077318,FBtr0077633,33496,lilli,Dm.2778,M9PCF6
FBgn0030503,FBgn0030503,FBpp0304111,FBtr0331722,32319,Tango2,Dm.7625,M9NDW0
FBgn0030882,FBgn0052495,FBpp0290200,FBtr0300978,32775,GSS,Dm.7230,Q8IQZ1
FBgn0010263,FBgn0010263,FBpp0077324,FBtr0077639,33498,Rbp9,Dm.4071,Q24474
FBgn0033387,FBgn0033387,FBpp0087703,FBtr0088622,35935,CG8008,Dm.540,B7YZU3
FBgn0051220,FBgn0051220,FBpp0291554,FBtr0302358,326126,CG31220,Dm.34070,Q8IN70
FBgn0053169,FBgn0053169,FBpp0289154,FBtr0299876,40504,CG33169,Dm.20419,A0A1B2AL38
FBgn0051960,FBgn0051960,FBpp0077183,FBtr0077494,319047,CG31960,Dm.18351,Q8IQ15
FBgn0030566,FBgn0030566,FBpp0073732,FBtr0073915,32389,betaNACtes4,Dm.33748,Q9VY34
FBgn0029878,FBgn0029878,FBpp0070906,FBtr0070945,31593,Pat1,Dm.53,M9PGT5
FBgn0033170,FBgn0033170,FBpp0099485,FBtr0088973,35665,sPLA2,Dm.30891,Q6XPX3
FBgn0002899,FBgn0002899,FBpp0076412,FBtr0076689,38905,mus301,Dm.15493,Q9VSE2
FBgn0050058,FBgn0050058,FBpp0290853,FBtr0087767,246424,CG30058,Dm.30972,A1Z998
FBgn0265102,FBgn0265102,FBpp0076386,FBtr0076663,38957,Oseg1,Dm.1939,Q9VSJ6
FBgn0027779,FBgn0027779,FBpp0080494,FBtr0080940,34997,VhaSFD,Dm.7517,M9PDK5
FBgn0036474,FBgn0036474,FBpp0301961,FBtr0310278,39641,Or71a,Dm.27145,M9NFD3
FBgn0033614,FBgn0033614,FBpp0087267,FBtr0088171,36207,Obp47b,Dm.24449,A1Z8I9
FBgn0023517,FBgn0023517,FBpp0070350,FBtr0070366,31143,Pgam5,,X2JC94
FBgn0037220,FBgn0037220,FBpp0078624,FBtr0078985,40529,CG14641,Dm.3575,Q95RB1
FBgn0039965,FBgn0039965,FBpp0110448,FBtr0111192,3355158,CG13865,Dm.13774,Q9W5N0
FBgn0040324,FBgn0040324,FBpp0088145,FBtr0089076,43799,Ephrin,Dm.3341,Q9V4E1
CG14322,,,,,,,
FBgn0032635,FBgn0032635,FBpp0080532,FBtr0080979,35044,CG15141,Dm.2842,Q9VJE3
FBgn0026176,FBgn0026176,FBpp0087127,FBtr0088020,36298,SkpB,Dm.7613,Q7KJ69
FBgn0036595,FBgn0036595,FBpp0288401,FBtr0289963,39791,CG13046,Dm.27866,Q9VV19
FBgn0052693,FBgn0052693,FBpp0071355,FBtr0071420,318158,Gr9a,Dm.27626,Q8IRL8
FBgn0263395,FBgn0263395,FBpp0309397,FBtr0340455,37203,hppy,,A0A0B4LGY8
FBgn0036896,FBgn0036896,FBpp0074732,FBtr0074964,40143,wnd,Dm.12913,D3DMF6
FBgn0036469,FBgn0036469,FBpp0306006,FBtr0333874,39636,CG18649,Dm.33499,Q9VUK0
FBgn0036910,FBgn0036910,FBpp0074694,FBtr0074925,40161,Cyp305a1,Dm.4540,Q9VW43
FBgn0053493,FBgn0053493,FBpp0089000,FBtr0089606,2768994,CG33493,Dm.31185,M9PF28
FBgn0034215,FBgn0034215,FBpp0303028,FBtr0329993,36955,Mtap,Dm.11469,A0A0B4KG54
FBgn0260228,FBgn0260228,FBpp0310384,FBtr0343835,8674072,CG42502,Dm.1596,E1JHL4
FBgn0036970,FBgn0036970,FBpp0304200,FBtr0331816,40236,Spn77Bc,Dm.15111,Q9VPH9
FBgn0037543,FBgn0037543,FBpp0302559,FBtr0310411,40952,CG10903,Dm.31233,Q9VHW6
FBgn0033054,FBgn0033054,FBpp0291968,FBtr0302828,35531,CG14591,Dm.5445,Q7JRB2
FBgn0022893,FBgn0022893,FBpp0099688,FBtr0100293,35418,Df31,Dm.21558,O16043
FBgn0050011,FBgn0050011,FBpp0088700,FBtr0089759,36064,gem,Dm.20476,A0A0B4LG06
FBgn0005564,FBgn0005564,FBpp0111766,FBtr0112853,40129,Shal,Dm.7658,P17971
FBgn0038078,FBgn0038078,FBpp0082132,FBtr0082663,41567,CG14391,Dm.31305,Q9VG36
FBgn0036019,FBgn0036019,FBpp0076149,FBtr0076420,39120,Or67b,Dm.27099,E2E624
CG43710,,,,,,,
FBgn0052686,FBgn0052686,FBpp0071401,FBtr0071467,318153,CG32686,Dm.29183,Q8IRL2
FBgn0086370,FBgn0086370,FBpp0082709,FBtr0083255,47384,sra,Dm.1655,A0A0B4LHI3
FBgn0036929,FBgn0036929,FBpp0304966,FBtr0332720,40190,CG7668,Dm.20449,Q9VW70
FBgn0261058,FBgn0261058,FBpp0291150,FBtr0301938,8673971,Sfp38D,Dm.37359,C4NAP3
FBgn0004370,FBgn0004370,FBpp0271743,FBtr0273235,32115,Ptp10D,Dm.7386,P35992
FBgn0033739,FBgn0033739,FBpp0111987,FBtr0113074,36362,Dyb,,A1Z907
Dmel_CG7643,,,,,,,
FBgn0263391,FBgn0263391,FBpp0301114,FBtr0309106,37230,hts,Dm.7676,A8DYJ2
FBgn0266435,FBgn0266435,FBpp0310796,FBtr0344424,19835504,CG45065,Dm.29217,Q8MQY9
FBgn0052988,FBgn0052988,FBpp0079338,FBtr0079736,318274,CG32988,Dm.23621,Q86BM2
FBgn0036994,FBgn0036994,FBpp0077882,FBtr0078224,40265,CG5199,Dm.5221,Q9VPF1
FBgn0035763,FBgn0035763,FBpp0076594,FBtr0076884,38808,CG8602,Dm.870,Q9VS47
FBgn0027601,FBgn0027601,FBpp0292386,FBtr0303294,32426,pdgy,Dm.3171,Q9VXZ8
FBgn0043799,FBgn0043799,FBpp0084088,FBtr0084711,192528,CG31381,Dm.12970,Q8IMV0
FBgn0023520,FBgn0023520,FBpp0070335,FBtr0070349,2768908,CG3857,Dm.29134,O46080
FBgn0051862,FBgn0051862,FBpp0079932,FBtr0080350,318989,CG31862,Dm.26596,Q8IP88
FBgn0031021,FBgn0031021,FBpp0074481,FBtr0074712,32936,ND-18,Dm.31020,Q9VWI0
FBgn0000279,FBgn0000279,FBpp0084980,FBtr0085616,43599,CecC,Dm.20562,A0A1B2AJQ7
FBgn0260482,FBgn0260482,FBpp0073721,FBtr0073904,318108,CG32599,Dm.17436,Q8IR56
FBgn0085484,FBgn0085484,FBpp0111673,FBtr0112761,39066,Pdxk,Dm.6403,Q7KUC2
FBgn0016762,FBgn0016762,FBpp0071992,FBtr0072083,37748,angel,Dm.4319,Q24239
FBgn0032398,FBgn0032398,FBpp0079892,FBtr0080308,34619,CG6766,Dm.11507,Q9VKC7
FBgn0051225,FBgn0051225,FBpp0288732,FBtr0290293,318632,Ir94f,Dm.26554,Q8IMY8
FBgn0027578,FBgn0027578,FBpp0307566,FBtr0336460,43413,CG14526,Dm.3156,Q9Y136
FBgn0034527,FBgn0034527,FBpp0085539,FBtr0086225,37329,CG9945,Dm.5593,Q7JYQ4
FBgn0030757,FBgn0030757,FBpp0074071,FBtr0074296,32622,CG9902,Dm.182,Q9VXF4
FBgn0260653,FBgn0260653,FBpp0305995,FBtr0333862,40150,serp,Dm.10823,Q9VW34
FBgn0029813,FBgn0029813,FBpp0070797,FBtr0070832,31512,CG15766,Dm.28027,Q9W469
FBgn0261054,FBgn0261054,FBpp0291146,FBtr0301934,8673990,Sfp24Bc,Dm.37550,C4NAN9
FBgn0051407,FBgn0051407,FBpp0081692,FBtr0082214,318716,CG31407,Dm.33623,Q8INM8
FBgn0052281,FBgn0052281,FBpp0072898,FBtr0073034,317953,CG32281,Dm.33578,Q8IRE4
FBgn0026754,FBgn0026754,FBpp0086224,FBtr0087076,53583,Ugt37c1,Dm.23421,Q7K7B0
FBgn0035741,FBgn0035741,FBpp0076621,FBtr0076912,38780,BBS1,,Q9VS19
FBgn0051810,FBgn0051810,FBpp0080479,FBtr0080925,318955,CG31810,Dm.12910,Q8SX47
FBgn0033624,FBgn0033624,FBpp0087252,FBtr0088155,36224,CG12384,Dm.2258,Q7JRC0
FBgn0034128,FBgn0034128,FBpp0111998,FBtr0113085,36840,CG4409,,A1ZAG3
FBgn0032305,FBgn0032305,FBpp0079776,FBtr0080187,34496,CG6700,,Q9VKP5
FBgn0033580,FBgn0033580,FBpp0087298,FBtr0088203,36169,CG13231,Dm.16186,A1Z8F1
FBgn0260463,FBgn0260463,FBpp0312324,FBtr0346713,41178,Unc-115b,Dm.1131,Q9VH92
FBgn0028415,FBgn0028416,FBpp0074881,FBtr0075115,44481,Met75Cb,Dm.15173,Q9V449
FBgn0030017,FBgn0030017,FBpp0309129,FBtr0340143,31751,CG2278,Dm.17607,M9PGY6
FBgn0031822,FBgn0031822,FBpp0078894,FBtr0079264,33909,Phf5a,Dm.30811,A0A1B2AJZ5
FBgn0053189,FBgn0053189,FBpp0081422,FBtr0081940,326328,CG33189,Dm.33605,Q86BA8
FBgn0036390,FBgn0036390,FBpp0075532,FBtr0075790,39541,CG13738,Dm.14487,Q9VUA6
FBgn0011555,FBgn0011555,FBpp0087258,FBtr0088162,36218,thetaTry,Dm.5696,A8E6I8
FBgn0035639,FBgn0035639,FBpp0076818,FBtr0077112,38655,kri,Dm.2105,M9PHI7
FBgn0052772,FBgn0052772,FBpp0309724,FBtr0342951,31420,CG32772,Dm.1986,X2JIB5
FBgn0033748,FBgn0033748,FBpp0087056,FBtr0087945,36372,vis,Dm.23239,Q7K380
FBgn0003975,FBgn0003975,FBpp0086898,FBtr0087785,36421,vg,,Q26366
FBgn0053458,FBgn0053458,FBpp0086233,FBtr0087085,2768846,CG33458,Dm.27768,A1ZAG8
FBgn0039151,FBgn0039151,FBpp0293087,FBtr0304157,42859,CG13607,Dm.13366,Q9VCD2
FBgn0264740,FBgn0264740,FBpp0308727,FBtr0339668,19836181,CG43998,,Q9VCG2
FBgn0003139,FBgn0003139,FBpp0303849,FBtr0331432,31582,PpV,Dm.2624,M9PGI3
FBgn0030090,FBgn0030090,FBpp0305496,FBtr0333304,31843,fend,Dm.5643,M9PH27
FBgn0286071,,,,,,,
FBgn0010194,FBgn0010194,FBpp0309792,FBtr0343046,32838,Wnt5,Dm.5375,P28466
FBgn0011766,FBgn0011766,FBpp0306739,FBtr0334678,42550,E2f1,Dm.7299,A0A0B4KGM3
FBgn0036670,FBgn0036670,FBpp0304948,FBtr0332702,39886,CG13029,Dm.29701,M9PFJ4
FBgn0028380,FBgn0028380,FBpp0288723,FBtr0290284,43927,fal,Dm.3445,Q9VVY4
FBgn0036440,FBgn0036440,FBpp0305232,FBtr0333018,39601,CG17177,Dm.15292,M9PF89
FBgn0260643,FBgn0260643,FBpp0290170,FBtr0300948,8674023,CG42535,Dm.24816,E1JIB1
CG45086,,,,,,,
FBgn0039323,FBgn0039323,FBpp0288380,FBtr0289942,43063,CG10559,Dm.27409,Q9VBS5
FBgn0001222,FBgn0001222,FBpp0110264,FBtr0110964,37068,Hsf,Dm.4107,Q4H2F7
FBgn0000359,FBgn0000359,FBpp0071150,FBtr0071203,31787,Cp36,Dm.26500,D1Z363
FBgn0031533,FBgn0031533,FBpp0077205,FBtr0077516,33559,CG2772,Dm.13888,Q9VQQ5
FBgn0033566,FBgn0033566,FBpp0088669,FBtr0089728,36154,CG18004,Dm.11532,A1Z8D5
FBgn0031460,FBgn0031460,FBpp0077413,FBtr0077730,33472,CG15399,Dm.30803,Q9VQG6
FBgn0038921,FBgn0038921,FBpp0083568,FBtr0084170,42585,CG6332,Dm.12009,Q9VD59
FBgn0037151,FBgn0037151,FBpp0078137,FBtr0078484,40450,CG7130,Dm.15057,Q9VNW0
FBgn0028978,FBgn0028978,FBpp0077893,FBtr0078235,43999,trbl,Dm.1418,Q9V3Z1
FBgn0024728,FBgn0024728,FBpp0088159,FBtr0089090,43809,Slip1,Dm.11434,L0MPY6
FBgn0262479,FBgn0262479,FBpp0293357,FBtr0304817,12798338,CG43069,Dm.38653,Q6IG51
FBgn0001187,FBgn0001187,FBpp0086530,FBtr0087399,44008,Hex-C,Dm.1873,Q7JYW9
FBgn0013680,FBgn0013680,FBpp0100175,FBtr0100857,19893529,ND2,,J7FL05
FBgn0034728,FBgn0034728,FBpp0293866,FBtr0305323,37564,rad50,,A0A0B4K7L0
FBgn0039734,FBgn0039734,FBpp0084916,FBtr0085550,43558,Tace,Dm.6531,Q9VAC5
FBgn0031488,FBgn0031488,FBpp0077331,FBtr0077646,33509,CG17265,Dm.283,Q9VQK1
FBgn0011291,FBgn0011291,FBpp0079514,FBtr0079924,34293,Taf11,Dm.19807,G7H801
FBgn0038679,FBgn0038679,FBpp0083143,FBtr0083729,42292,CG6040,,Q9VE02
FBgn0037698,FBgn0037698,FBpp0081603,FBtr0082125,41134,CG16779,,Q9VHD1
FBgn0036780,FBgn0036780,FBpp0074893,FBtr0075127,40007,CG7330,Dm.20608,Q9VVN9
FBgn0032577,FBgn0032577,FBpp0080350,FBtr0080792,34940,CG13244,Dm.13867,Q9VJM8
FBgn0019982,FBgn0019982,FBpp0110109,FBtr0110812,33653,Gs1l,Dm.19284,Q94529
FBgn0264975,FBgn0264975,FBpp0089326,FBtr0071209,31792,Nrg,Dm.3700,E1JJF9
FBgn0035282,FBgn0035282,FBpp0304918,FBtr0332672,38242,CNMa,Dm.27036,Q9W076
FBgn0040358,FBgn0040358,FBpp0070195,FBtr0070202,31066,CG14625,,Q9U1L6
FBgn0035975,FBgn0035975,FBpp0076163,FBtr0076434,39062,PGRP-LA,Dm.3478,M9PEM5
FBgn0035943,FBgn0035943,FBpp0076286,FBtr0076559,39024,CG5653,Dm.5567,Q9VSR8
FBgn0020371,FBgn0020371,FBpp0088641,FBtr0089699,44381,Tim17b2,Dm.1837,Q9VJP1
FBgn0053160,FBgn0053160,FBpp0072964,FBtr0073102,326265,CG33160,Dm.31165,Q9VZS9
FBgn0035813,FBgn0035813,FBpp0297621,FBtr0306682,38866,CG8492,Dm.38238,Q9VSA5
FBgn0051371,FBgn0051371,FBpp0291684,FBtr0302522,43626,CG31371,,A0A0B4K805
FBgn0036849,FBgn0036849,FBpp0074794,FBtr0075027,40086,CG14079,Dm.27175,Q9VVW9
FBgn0011768,FBgn0011768,FBpp0081767,FBtr0082290,41311,Fdh,Dm.1782,P46415
FBgn0034478,FBgn0034478,FBpp0085641,FBtr0086339,37274,CG10822,Dm.15828,Q4QPW2
FBgn0013771,FBgn0013771,FBpp0289405,FBtr0300128,36663,Cyp6a9,Dm.632,Q27594
FBgn0033732,FBgn0033732,FBpp0087036,FBtr0087925,36355,CG13157,,A1Z8Z8
FBgn0037005,FBgn0037005,FBpp0077866,FBtr0078208,40276,CG5078,Dm.33991,Q9VPD8
FBgn0030706,FBgn0030706,FBpp0309270,FBtr0340309,32552,Lrp4,Dm.171,B5X533
FBgn0028475,FBgn0028475,FBpp0083858,FBtr0084467,42806,Hrd3,Dm.10262,Q9V415
FBgn0031729,FBgn0031729,FBpp0292075,FBtr0302949,33797,CG12511,Dm.34159,B6IDP6
FBgn0260430,FBgn0260430,FBpp0290077,FBtr0300854,8674097,CG42525,Dm.34764,E1JIC1
FBgn0035725,FBgn0035725,FBpp0076645,FBtr0076936,38762,Mis12,Dm.6087,Q9VS01
FBgn0038576,FBgn0038576,FBpp0082979,FBtr0083557,42173,Arp5,Dm.23328,A0A0B4KG83
FBgn0053469,FBgn0053469,FBpp0086633,FBtr0087504,2768832,CG33469,Dm.30978,A1Z9S3
FBgn0031649,FBgn0031649,FBpp0077085,FBtr0077394,33700,hoe2,Dm.14882,Q9VR48
FBgn0032204,FBgn0032204,FBpp0079574,FBtr0079984,34373,CG4953,Dm.384,Q95TN1
FBgn0030340,FBgn0030340,FBpp0292360,FBtr0303268,32139,CG15740,Dm.10870,Q9VYT7
FBgn0003996,,,,31271,w,Dm.19661,P10090
FBgn0262980,FBgn0262980,FBpp0297728,FBtr0306816,12798106,CG43288,,M9NE75
FBgn0004117,FBgn0004117,FBpp0311407,FBtr0345212,41853,Tm2,Dm.2422,A0A0B4KHJ9
FBgn0022238,FBgn0022238,FBpp0289710,FBtr0300483,44703,lolal,Dm.1712,E1JGK7
FBgn0039042,FBgn0039042,FBpp0083738,FBtr0084345,42720,CG13837,Dm.27382,Q9VCS0
CG43448,,,,,,,
FBgn0032006,FBgn0032006,FBpp0292228,FBtr0303109,34127,Pvr,Dm.4698,E1JHB8
FBgn0038053,FBgn0038053,FBpp0082101,FBtr0082632,41538,CG18549,Dm.5982,Q9VG64
FBgn0264005,FBgn0264005,FBpp0312056,FBtr0346339,42110,Hmx,Dm.27474,A0A0B4KHN8
FBgn0039246,FBgn0039246,FBpp0084090,FBtr0084713,42978,CG10845,Dm.4999,Q9VC13
FBgn0040104,FBgn0040104,FBpp0077228,FBtr0077539,53543,lectin-24A,Dm.27646,Q9VQU4
FBgn0035420,FBgn0035420,FBpp0291508,FBtr0302302,38395,CG14967,Dm.20771,Q9VZS7
FBgn0015295,FBgn0015295,FBpp0086382,FBtr0087244,44353,Shark,Dm.6764,Q24145
FBgn0037126,FBgn0037126,FBpp0078108,FBtr0078454,40420,CG14567,Dm.15063,Q9VNY8
FBgn0035934,FBgn0035934,FBpp0304208,FBtr0331824,39015,TrpA1,Dm.15461,H0UST1
FBgn0033887,FBgn0033887,FBpp0086735,FBtr0087609,36548,St4,,A1Z9J8
FBgn0265262,FBgn0265262,FBpp0080010,FBtr0080429,45668,Vha68-1,Dm.3079,M9PD18
FBgn0263510,FBgn0263510,FBpp0087323,FBtr0088228,36150,nclb,,A1Z8D0
FBgn0030947,FBgn0030947,FBpp0074382,FBtr0074611,32856,CG6696,,Q9VWR6
FBgn0036362,FBgn0036362,FBpp0089010,FBtr0089323,39510,CG10725,Dm.5506,Q8IQJ4
FBgn0036211,FBgn0036211,FBpp0310443,FBtr0343994,39336,CG5946,Dm.4255,Q0E8F5
FBgn0052298,FBgn0052298,FBpp0289085,FBtr0299807,317963,CG32298,Dm.6266,Q8IRF1
FBgn0261278,FBgn0261278,FBpp0308597,FBtr0339514,34993,grp,Dm.7018,Q59DY7
FBgn0029157,FBgn0029157,FBpp0290827,FBtr0301612,42986,ssh,Dm.1518,E1JIW2
FBgn0034901,FBgn0034901,FBpp0071999,FBtr0072090,37760,CG11300,Dm.20619,Q9W1K1
FBgn0051119,FBgn0051119,FBpp0084109,FBtr0084734,326120,HDAC11,Dm.28047,Q9VC26
FBgn0031038,FBgn0031038,FBpp0312196,FBtr0346616,3772349,Tyler,Dm.1600,X2JL95
FBgn0263108,FBgn0263108,FBpp0298305,FBtr0307304,38376,BtbVII,Dm.4448,B7Z045
Dmel_CG6570,,,,,,,
FBgn0036204,FBgn0036204,FBpp0075820,FBtr0076089,39327,Tim13,Dm.27851,A0A1B2AK53
FBgn0263133,FBgn0263133,FBpp0079041,FBtr0079413,34004,mEFG1,Dm.18257,Q9VM33
FBgn0031976,FBgn0031976,FBpp0290350,FBtr0301128,34094,CG7367,Dm.26756,Q4V6L0
FBgn0037898,FBgn0037898,FBpp0290123,FBtr0300901,41371,CG18643,Dm.31244,A0A0B4LH54
FBgn0003507,FBgn0003507,FBpp0307406,FBtr0335423,41944,srp,Dm.1934,E2QCY6
FBgn0003175,FBgn0003175,FBpp0304274,FBtr0331941,37573,px,Dm.3051,A8DYM2
FBgn0010228,FBgn0010228,FBpp0071591,FBtr0071674,37480,HmgZ,Dm.20604,A0A0B4LG36
FBgn0032313,FBgn0032313,FBpp0309454,FBtr0340558,34508,CG14070,,Q9VKN4
FBgn0000109,FBgn0000109,FBpp0312098,FBtr0346440,48224,Aprt,Dm.20322,P12426
FBgn0030700,FBgn0030700,FBpp0073919,FBtr0074105,32542,CG15914,Dm.31058,Q9VXN0
FBgn0025613,FBgn0025613,FBpp0070661,FBtr0070693,31395,CG3081,,X2JCJ0
FBgn0033443,FBgn0033443,FBpp0307867,FBtr0336935,36006,CG1698,Dm.22009,Q7K330
FBgn0011279,FBgn0011279,FBpp0075687,FBtr0075955,39411,Obp69a,Dm.2548,P54191
FBgn0042129,FBgn0042129,FBpp0304492,FBtr0332183,59167,OS9,Dm.27709,Q9I7M1
FBgn0037580,FBgn0037580,FBpp0081331,FBtr0081841,40996,DppIII,Dm.11444,Q9VHR8
FBgn0027903,FBgn0027903,FBpp0072658,FBtr0072775,38228,CG12018,Dm.819,Q9W088
FBgn0283479,FBgn0283479,FBpp0304205,FBtr0331821,40372,Alp1,Dm.7746,M9PD70
FBgn0030247,FBgn0030247,FBpp0308814,FBtr0339767,32022,CG15208,Dm.3880,Q9VZ54
FBgn0035880,FBgn0035880,FBpp0076398,FBtr0076675,38946,Culd,Dm.4073,A8JNN6
FBgn0030855,FBgn0030855,FBpp0074227,FBtr0074453,32742,CG5800,Dm.13464,Q9VX34
FBgn0284081,,,,30522393,CG46303,,A0A1Z1CSL7
FBgn0039116,FBgn0039116,FBpp0289905,FBtr0300681,42812,CG10375,Dm.20238,A0AVU6
FBgn0033191,FBgn0033191,FBpp0088029,FBtr0088955,35690,CG1598,Dm.6903,Q7JWD3
CG43327,,,,,,,
FBgn0004781,FBgn0004781,FBpp0081191,FBtr0081693,40823,Ccp84Ac,Dm.13664,O97060
FBgn0052671,FBgn0052671,FBpp0073258,FBtr0073402,326230,Rab9Fa,Dm.31081,Q9VZ47
FBgn0040553,FBgn0040553,FBpp0082229,FBtr0082761,50026,CG14374,Dm.27922,Q9VFV6
FBgn0030425,FBgn0030425,FBpp0073523,FBtr0073690,32234,CG3775,Dm.4651,Q9VYJ1
FBgn0002533,FBgn0002533,FBpp0305734,FBtr0333556,35818,Lcp2,Dm.4833,A0A0B4KEG7
FBgn0031254,FBgn0031254,FBpp0077717,FBtr0078057,33216,CG13692,Dm.30754,Q9VPP8
FBgn0041236,FBgn0041236,FBpp0071886,FBtr0071976,117343,Gr59d,Dm.26350,P58985
FBgn0050263,FBgn0050263,FBpp0312496,FBtr0347185,37473,stum,Dm.12095,A0A0B4KGB1
FBgn0024944,FBgn0024944,FBpp0083342,FBtr0083934,43982,Oamb,Dm.3235,A0A0B4KGK1
FBgn0035384,FBgn0035384,FBpp0304394,FBtr0332084,38356,CG2113,Dm.20691,M9PH37
FBgn0037731,FBgn0052939,FBpp0081563,FBtr0082085,41176,CG18542,Dm.1130,Q9I7K4
FBgn0261854,FBgn0261854,FBpp0302923,FBtr0329889,47594,aPKC,Dm.1507,A1Z9X0
FBgn0038546,FBgn0038546,FBpp0082953,FBtr0083529,42140,CG7379,Dm.2326,Q9VEF5
FBgn0036482,FBgn0036482,FBpp0075406,FBtr0075653,39649,CG13457,Dm.14694,Q8IQM0
FBgn0036289,FBgn0036289,FBpp0075707,FBtr0075975,39423,CG10657,Dm.3594,Q9VTY1
FBgn0038775,FBgn0038775,FBpp0083282,FBtr0083874,42401,CG17199,Dm.5620,Q9VDP6
FBgn0034598,FBgn0034598,FBpp0112013,FBtr0113100,37411,CG4266,Dm.4151,A8DYK5
FBgn0053137,FBgn0053137,FBpp0302635,FBtr0310497,36449,CG33137,Dm.26921,A1Z993
FBgn0013813,FBgn0013813,FBpp0290518,FBtr0301303,43379,Dhc98D,Dm.2337,E1JJ04
FBgn0263605,FBgn0263605,FBpp0075239,FBtr0075484,39774,l(3)72Dn,Dm.2039,M9PFG1
FBgn0035620,FBgn0035620,FBpp0311826,FBtr0345902,38633,CG5150,Dm.3933,Q9VRM9
FBgn0013765,FBgn0013765,FBpp0301624,FBtr0309890,36491,cnn,Dm.4773,A1Z9D4
FBgn0067783,FBgn0067783,FBpp0088486,FBtr0089481,42429,DPCoAC,Dm.18589,A0A0B4LIE8
FBgn0027101,FBgn0027101,FBpp0099816,FBtr0100402,3885567,Dyrk3,Dm.13812,P83102
FBgn0038731,FBgn0038731,FBpp0083208,FBtr0083797,42352,CG11659,Dm.28348,Q9VDU3
FBgn0034397,FBgn0034397,FBpp0085799,FBtr0086617,37173,CG15082,Dm.26963,Q4QQ49
FBgn0031655,FBgn0031655,FBpp0078631,FBtr0078992,33709,Marcal1,Dm.18320,Q9VMX6
FBgn0031707,FBgn0031707,FBpp0303001,FBtr0329966,33771,CG14020,Dm.26732,M9PB43
FBgn0064115,FBgn0064115,FBpp0088773,FBtr0091626,3772218,GatC,Dm.6580,N0ABE2
FBgn0035248,FBgn0035248,FBpp0072642,FBtr0072759,38200,CG13919,Dm.11207,Q9W0B7
FBgn0046888,FBgn0046888,FBpp0080518,FBtr0080965,170887,CG31750,Dm.26379,Q8INZ1
FBgn0043364,FBgn0043364,FBpp0301733,FBtr0310030,33224,cbt,Dm.6739,Q8IPV7
FBgn0034318,FBgn0034318,FBpp0085931,FBtr0086752,37087,CG14500,Dm.15933,A1ZB48
FBgn0038156,FBgn0038156,FBpp0292351,FBtr0303259,41657,CG14372,Dm.25190,Q9VFU7
FBgn0003950,FBgn0003950,FBpp0099828,FBtr0077259,33093,unc,Dm.13473,Q9VRF2
FBgn0036671,FBgn0036671,FBpp0075096,FBtr0075337,39888,CG9951,Dm.4303,Q9VVB4
FBgn0040359,FBgn0040359,FBpp0070194,FBtr0070201,31065,CG11380,Dm.5415,Q9W5A9
FBgn0035152,FBgn0035152,FBpp0305569,FBtr0333377,38081,CG3386,Dm.13583,Q9W0P0
FBgn0005638,FBgn0005638,FBpp0072179,FBtr0072272,37889,slbo,Dm.2680,A0A0B4LGG2
FBgn0050044,FBgn0050044,FBpp0112270,FBtr0113358,36371,s-cup,,A8DYB9
FBgn0028844,FBgn0028844,FBpp0290061,FBtr0300837,50454,CG15283,Dm.27515,Q9VJS6
FBgn0024250,FBgn0024250,FBpp0071007,FBtr0071048,31665,brk,Dm.4389,Q9XTN4
FBgn0031390,FBgn0031390,FBpp0077525,FBtr0077853,326153,tho2,Dm.21302,M9PE28
FBgn0260446,FBgn0260446,FBpp0293274,FBtr0304732,34878,GABA-B-R1,Dm.2815,Q9V3Q9
FBgn0003372,FBgn0003372,FBpp0077084,FBtr0077393,33701,Sgs1,Dm.23846,Q9VR49
FBgn0033426,FBgn0033426,FBpp0087605,FBtr0088522,35984,CG1814,Dm.8006,A1Z7V9
FBgn0261647,FBgn0261647,FBpp0303516,FBtr0330666,33419,Axud1,Dm.3019,Q9U4G5
CG45545,,,,,,,
FBgn0263086,FBgn0263086,FBpp0297944,FBtr0307101,12798009,CG43354,,M9NET3
FBgn0014903,FBgn0014903,FBpp0070170,FBtr0070175,44620,CG14630,,Q9W5B5
FBgn0034262,FBgn0034262,FBpp0086049,FBtr0086889,37010,swi2,Dm.19951,Q8SXT3
FBgn0030915,FBgn0030915,FBpp0074330,FBtr0074558,32819,CG6179,Dm.31018,A8E752
FBgn0030170,FBgn0030170,FBpp0111884,FBtr0112971,31934,CG2990,Dm.17561,Q9W2Z4
FBgn0037022,FBgn0037022,FBpp0077934,FBtr0078276,40296,CG11396,Dm.1020,Q9VPB6
FBgn0004875,FBgn0004875,FBpp0089267,FBtr0073153,44543,enc,Dm.1826,Q8MSX1
FBgn0039799,FBgn0039799,FBpp0311975,FBtr0346147,43647,CG15543,Dm.6294,Q9VA43
FBgn0031925,FBgn0031925,FBpp0079095,FBtr0079471,34036,Cyp4d21,Dm.1463,Q9VLZ7
FBgn0030001,FBgn0030001,FBpp0071141,FBtr0071193,31733,cyr,Dm.31077,Q9W3K2
FBgn0026432,FBgn0026432,FBpp0075793,FBtr0076061,39365,Grip163,Dm.3476,Q9VTS3
FBgn0039338,FBgn0039338,FBpp0311052,FBtr0344719,43080,XNP,Dm.1935,A0A0B4LHR3
FBgn0002638,FBgn0002638,FBpp0076783,FBtr0077075,38669,Rcc1,Dm.8023,P25171
