SGD,COMMON,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,UNIPROT
S000028515,,YPR170W-B,YPR170W-B_mRNA,YPR170W-B_mRNA,5848745,P0C5R9
S000004637,RCH1,YMR034C,YMR034C_mRNA,YMR034C_mRNA,855050,Q05131
S000002148,TY2A_B,,,,852174,Q12260
S000003608,CDC102,YJL072C,YJL072C_mRNA,YJL072C_mRNA,853373,P40359
S000007251,HUB1,YNR032C-A,YNR032C-A_mRNA,YNR032C-A_mRNA,855767,Q6Q546
S000003626,DPB11,YJL090C,YJL090C_mRNA,YJL090C_mRNA,853355,P47027
S000001007,RPS20,YHL015W,YHL015W_mRNA,YHL015W_mRNA,856371,P38701
S000007283,COX3,Q0275,Q0275_mRNA,Q0275_mRNA,854627,P00420
S000001085,2-deoxyglucose-6-phosphatase,YHR043C,YHR043C_mRNA,YHR043C_mRNA,856439,P38773
S000006201,HSP32,YPL280W,YPL280W_mRNA,YPL280W_mRNA,855849,Q08992
S000028579,DGR1,YNL130C-A,YNL130C-A_mRNA,YNL130C-A_mRNA,1466512,Q3E808
S000005799,TPO4,YOR273C,YOR273C_mRNA,YOR273C_mRNA,854447,Q12256
S000004971,OMP85,YNL026W,YNL026W_mRNA,YNL026W_mRNA,855705,P53969
S000007353,gag protein,,,,854366,Q12439
S000004082,SUL2,YLR092W,YLR092W_mRNA,YLR092W_mRNA,850781,Q12325
S000001478,YPS6,YIR039C,YIR039C_mRNA,YIR039C_mRNA,854857,P40583
S000005959,MET31,YPL038W,YPL038W_mRNA,YPL038W_mRNA,856069,Q03081
S000004736,POM152,YMR129W,YMR129W_mRNA,YMR129W_mRNA,855159,P39685
S000001112,TRM5,YHR070W,YHR070W_mRNA,YHR070W_mRNA,856467,P38793
S000004901,HSH155,YMR288W,YMR288W_mRNA,YMR288W_mRNA,855332,P49955
S000002374,GDH-B,YDL215C,YDL215C_mRNA,YDL215C_mRNA,851311,P33327
S000004813,ROT1,YMR200W,YMR200W_mRNA,YMR200W_mRNA,855240,Q03691
S000003588,GAPDH,YJL052W,YJL052W_mRNA,YJL052W_mRNA,853395,P00360
S000005112,FMP41,YNL168C,YNL168C_mRNA,YNL168C_mRNA,855553,P53889
S000005746,RCN2,YOR220W,YOR220W_mRNA,YOR220W_mRNA,854395,Q12044
S000005436,1-Dec,YOL076W,YOL076W_mRNA,YOL076W_mRNA,854079,Q12387
S000003366,CAF130,YGR134W,YGR134W_mRNA,YGR134W_mRNA,853035,P53280
S000004839,TMA29,YMR226C,YMR226C_mRNA,YMR226C_mRNA,855266,Q05016
S000004917,PRP12,YMR302C,YMR302C_mRNA,YMR302C_mRNA,855348,P32843
S000004155,PUS5,YLR165C,YLR165C_mRNA,YLR165C_mRNA,850862,Q06244
S000002903,CORVET complex subunit VPS3,YDR495C,YDR495C_mRNA,YDR495C_mRNA,852106,P23643
S000004706,MUB1,YMR100W,YMR100W_mRNA,YMR100W_mRNA,855126,Q03162
S000001456,MET28,YIR017C,YIR017C_mRNA,YIR017C_mRNA,854834,P40573
S000004249,CPN60,YLR259C,YLR259C_mRNA,YLR259C_mRNA,850963,P19882
S000003421,CRH1,YGR189C,YGR189C_mRNA,YGR189C_mRNA,853102,P53301
S000006308,FHL1,YPR104C,YPR104C_mRNA,YPR104C_mRNA,856219,P39521
S000004996,API4,YNL051W,YNL051W_mRNA,YNL051W_mRNA,855676,P53951
S000004296,1-phosphatidylinositol 4-kinase STT4,YLR305C,YLR305C_mRNA,YLR305C_mRNA,851014,P37297
S000005942,ECM23,YPL021W,YPL021W_mRNA,YPL021W_mRNA,856086,Q02710
S000000135,CTP synthase URA7,YBL039C,YBL039C_mRNA,YBL039C_mRNA,852241,P28274
S000006368,MMS1,YPR164W,YPR164W_mRNA,YPR164W_mRNA,856293,Q06211
S000002563,A14,YDR156W,YDR156W_mRNA,YDR156W_mRNA,851734,P50106
S000005777,TUM1,YOR251C,YOR251C_mRNA,YOR251C_mRNA,854425,Q08686
S000004750,L13B,YMR142C,YMR142C_mRNA,YMR142C_mRNA,855173,P40212
S000005947,SHA3,YPL026C,YPL026C_mRNA,YPL026C_mRNA,856081,Q12505
S000002249,UBX3,YDL091C,YDL091C_mRNA,YDL091C_mRNA,851467,Q12229
S000002859,YHP1,YDR451C,YDR451C_mRNA,YDR451C_mRNA,852062,Q04116
S000003338,VOA1,YGR106C,YGR106C_mRNA,YGR106C_mRNA,852998,P53262
S000002829,ARO80,YDR421W,YDR421W_mRNA,YDR421W_mRNA,852031,Q04052
S000001392,ASG1,YIL130W,YIL130W_mRNA,YIL130W_mRNA,854676,P40467
S000000511,LDB16,YCL005W,YCL005W_mRNA,YCL005W_mRNA,850351,P25587
S000001431,CSS1,YIL169C,YIL169C_mRNA,YIL169C_mRNA,854637,P40442
S000000571,ALPHA1,YCL066W,YCL066W_mRNA,YCL066W_mRNA,850293,P0CY06
S000001127,IPI1,YHR085W,YHR085W_mRNA,YHR085W_mRNA,856485,P38803
S000002100,H(+)-transporting V1 sector ATPase subunit G,YHR039C-A,YHR039C-A_mRNA,YHR039C-A_mRNA,856435,P48836
S000001460,MRS1,YIR021W,YIR021W_mRNA,YIR021W_mRNA,854839,P07266
S000001389,RRT14,YIL127C,YIL127C_mRNA,YIL127C_mRNA,854679,P40470
S000000150,PBF1,YBL054W,YBL054W_mRNA,YBL054W_mRNA,852226,P34219
S000002430,SES1,YDR023W,YDR023W_mRNA,YDR023W_mRNA,851587,P07284
S000002583,ADA3,YDR176W,YDR176W_mRNA,YDR176W_mRNA,851756,P32494
S000005966,CVT15,YPL045W,YPL045W_mRNA,YPL045W_mRNA,856062,Q03308
S000005335,CAF1,YNR052C,YNR052C_mRNA,YNR052C_mRNA,855788,P39008
S000001599,PRR1,YKL116C,YKL116C_mRNA,YKL116C_mRNA,853744,P28708
S000000449,ISW1,YBR245C,YBR245C_mRNA,YBR245C_mRNA,852547,P38144
S000001054,PEP11,YHR012W,YHR012W_mRNA,YHR012W_mRNA,856403,P38759
S000001529,DCW1,YKL046C,YKL046C_mRNA,YKL046C_mRNA,853820,P36091
S000003568,BET4,YJL031C,YJL031C_mRNA,YJL031C_mRNA,853421,Q00618
S000001488,BYE1,YKL005C,YKL005C_mRNA,YKL005C_mRNA,853865,P36106
S000004906,GOT1,YMR292W,YMR292W_mRNA,YMR292W_mRNA,855337,Q03554
S000001039,ARN2,YHL047C,YHL047C_mRNA,YHL047C_mRNA,856338,P38724
S000001608,RRN3,YKL125W,YKL125W_mRNA,YKL125W_mRNA,853734,P36070
S000000745,MMS21,YEL019C,YEL019C_mRNA,YEL019C_mRNA,856695,P38632
S000000335,CCZ1,YBR131W,YBR131W_mRNA,YBR131W_mRNA,852428,P38273
S000002134,FUN19,YAL034C,YAL034C_mRNA,YAL034C_mRNA,851199,P28003
S000002660,BTT1,YDR252W,YDR252W_mRNA,YDR252W_mRNA,851839,P40314
S000004002,,YLR012C,YLR012C_mRNA,YLR012C_mRNA,850699,Q07927
S000005721,SLK19,YOR195W,YOR195W_mRNA,YOR195W_mRNA,854370,Q08581
S000000081,OSH1,YAR042W,YAR042W_mRNA,YAR042W_mRNA,851286,P35845
S000002629,GTB1,YDR221W,YDR221W_mRNA,YDR221W_mRNA,851807,Q04924
S000001615,RMA1,YKL132C,YKL132C_mRNA,YKL132C_mRNA,853727,P36001
S000001524,DID3,YKL041W,YKL041W_mRNA,YKL041W_mRNA,853825,P36095
S000001186,DSE2,YHR143W,YHR143W_mRNA,YHR143W_mRNA,856546,P38844
S000003536,YIL015C-A,YIL014C-A,YIL014C-A_mRNA,YIL014C-A_mRNA,854799,Q02598
S000004728,L13B,YMR121C,YMR121C_mRNA,YMR121C_mRNA,855150,P54780
S000005593,ALG8,YOR067C,YOR067C_mRNA,YOR067C_mRNA,854233,P40351
S000001762,DHC1,YKR054C,YKR054C_mRNA,YKR054C_mRNA,853928,P36022
S000003149,FHT1,YGL181W,YGL181W_mRNA,YGL181W_mRNA,852694,P40956
S000001207,DNA2,YHR164C,YHR164C_mRNA,YHR164C_mRNA,856569,P38859
S000001761,LBP2,YKR053C,YKR053C_mRNA,YKR053C_mRNA,853927,P23501
S000000940,gag-pol fusion protein,,,,856879,Q03612
S000003274,MTE1,YGR042W,YGR042W_mRNA,YGR042W_mRNA,852933,P53227
S000004321,REC102,YLR329W,YLR329W_mRNA,YLR329W_mRNA,851040,Q02721
S000001000,,YHL008C,YHL008C_mRNA,YHL008C_mRNA,856381,P38750
S000002937,COR4,YDR529C,YDR529C_mRNA,YDR529C_mRNA,852142,P00128
S000003157,RPS26,YGL189C,YGL189C_mRNA,YGL189C_mRNA,852686,P39938
S000005953,SVL3,YPL032C,YPL032C_mRNA,YPL032C_mRNA,856075,Q03088
S000004397,DUS4,YLR405W,YLR405W_mRNA,YLR405W_mRNA,851121,Q06063
S000004735,ATP-dependent RNA helicase ECM16,YMR128W,YMR128W_mRNA,YMR128W_mRNA,855158,Q04217
S000001800,SRP40,YKR092C,YKR092C_mRNA,YKR092C_mRNA,853967,P32583
S000005003,,YNL058C,YNL058C_mRNA,YNL058C_mRNA,855667,P53947
S000001299,PRM2,YIL037C,YIL037C_mRNA,YIL037C_mRNA,854774,P40534
S000028627,,YER190C-B,YER190C-B_mRNA,YER190C-B_mRNA,4594642,P0CX94
S000001786,,YKR078W,YKR078W_mRNA,YKR078W_mRNA,853953,P36158
S000028691,,YMR001C-A,YMR001C-A_mRNA,YMR001C-A_mRNA,1466498,Q8TGS9
S000005121,MRPL22,YNL177C,YNL177C_mRNA,YNL177C_mRNA,855544,P53881
S000003647,CCT7,YJL111W,YJL111W_mRNA,YJL111W_mRNA,853333,P42943
S000002399,LRG1,YDL240W,YDL240W_mRNA,YDL240W_mRNA,851358,P35688
S000002608,FAR9,YDR200C,YDR200C_mRNA,YDR200C_mRNA,851781,Q03944
S000004868,GFD1,YMR255W,YMR255W_mRNA,YMR255W_mRNA,855297,Q04839
S000002954,SOM1,YEL059C-A,YEL059C-A_mRNA,YEL059C-A_mRNA,856650,Q05676
S000001547,MNR2,YKL064W,YKL064W_mRNA,YKL064W_mRNA,853801,P35724
S000003151,MND1,YGL183C,YGL183C_mRNA,YGL183C_mRNA,852692,P53102
S000003725,L39,YJL189W,YJL189W_mRNA,YJL189W_mRNA,853250,P04650
S000000831,SMB1,YER029C,YER029C_mRNA,YER029C_mRNA,856751,P40018
S000004708,,YMR102C,YMR102C_mRNA,YMR102C_mRNA,855128,Q03177
S000002922,,YDR514C,YDR514C_mRNA,YDR514C_mRNA,852126,Q04408
S000004028,COX12,YLR038C,YLR038C_mRNA,YLR038C_mRNA,850727,Q01519
S000004323,JIP3,,,,851043,
S000000838,ARB1,YER036C,YER036C_mRNA,YER036C_mRNA,856758,P40024
S000003546,,,,,,
S000004177,SKG3,YLR187W,YLR187W_mRNA,YLR187W_mRNA,850884,Q06315
S000003543,CTK2,YJL006C,YJL006C_mRNA,YJL006C_mRNA,853450,P46962
S000006237,HTS1,YPR033C,YPR033C_mRNA,YPR033C_mRNA,856145,P07263
S000000300,,YBR096W,YBR096W_mRNA,YBR096W_mRNA,852393,P38256
S000004968,FAP1,YNL023C,YNL023C_mRNA,YNL023C_mRNA,855708,P53971
S000004070,EMP46,YLR080W,YLR080W_mRNA,YLR080W_mRNA,850769,Q12396
S000001079,1-pyrroline-5-carboxylate dehydrogenase,YHR037W,YHR037W_mRNA,YHR037W_mRNA,856432,P07275
S000002578,HSP42,YDR171W,YDR171W_mRNA,YDR171W_mRNA,851751,Q12329
S000004154,SHH4,YLR164W,YLR164W_mRNA,YLR164W_mRNA,850861,Q06236
S000004853,CUS1,YMR240C,YMR240C_mRNA,YMR240C_mRNA,855281,Q02554
S000002653,BED1,YDR245W,YDR245W_mRNA,YDR245W_mRNA,851832,P50108
S000005929,CHL1,YPL008W,YPL008W_mRNA,YPL008W_mRNA,856099,P22516
S000005635,INP53,YOR109W,YOR109W_mRNA,YOR109W_mRNA,854276,Q12271
S000006313,,YPR109W,YPR109W_mRNA,YPR109W_mRNA,856225,Q06104
S000003433,,YGR201C,YGR201C_mRNA,YGR201C_mRNA,853115,P42936
S000006027,LPG3,YPL106C,YPL106C_mRNA,YPL106C_mRNA,855998,P32589
S000004732,CBC1,YMR125W,YMR125W_mRNA,YMR125W_mRNA,855155,P34160
S000005193,MPA43,YNL249C,YNL249C_mRNA,YNL249C_mRNA,855472,P53583
S000007394,gag protein,,,,851853,O74302
S000005859,H(+)-transporting V1 sector ATPase subunit E,YOR332W,YOR332W_mRNA,YOR332W_mRNA,854509,P22203
S000001013,AIM17,YHL021C,YHL021C_mRNA,YHL021C_mRNA,856365,P23180
S000001147,YPT35,YHR105W,YHR105W_mRNA,YHR105W_mRNA,856505,P38815
S000004445,RIF2,YLR453C,YLR453C_mRNA,YLR453C_mRNA,851174,Q06208
S000005300,MAS6,YNR017W,YNR017W_mRNA,YNR017W_mRNA,855751,P32897
S000004268,,YLR278C,YLR278C_mRNA,YLR278C_mRNA,850984,Q05854
S000001330,SEC6,YIL068C,YIL068C_mRNA,YIL068C_mRNA,854742,P32844
S000001443,DJP1,YIR004W,YIR004W_mRNA,YIR004W_mRNA,854820,P40564
S000005771,DGA1,YOR245C,YOR245C_mRNA,YOR245C_mRNA,854419,Q08650
S000004560,RAD10,YML095C,YML095C_mRNA,YML095C_mRNA,854878,P06838
S000004891,PGM3,YMR278W,YMR278W_mRNA,YMR278W_mRNA,855321,Q03262
S000003084,CDC20,YGL116W,YGL116W_mRNA,YGL116W_mRNA,852762,P26309
S000006047,NAN1,YPL126W,YPL126W_mRNA,YPL126W_mRNA,855977,Q02931
S000000013,FUN33,YAL015C,YAL015C_mRNA,YAL015C_mRNA,851218,P31378
S000005106,L41A,YHR141C,YHR141C_mRNA,YHR141C_mRNA,855560,P0CX27
S000004985,putative alanine--tRNA ligase,YNL040W,YNL040W_mRNA,YNL040W_mRNA,855688,P53960
S000005516,HXT11,YOL156W,YOL156W_mRNA,YOL156W_mRNA,854009,P54862
S000000334,SHE3,YBR130C,YBR130C_mRNA,YBR130C_mRNA,852427,P38272
S000004245,,,,,850957,
S000005950,ATP-dependent RNA helicase SUV3,YPL029W,YPL029W_mRNA,YPL029W_mRNA,856078,P32580
S000002435,HEX2,YDR028C,YDR028C_mRNA,YDR028C_mRNA,851592,Q00816
S000001569,SRX1,YKL086W,YKL086W_mRNA,YKL086W_mRNA,853776,P36077
S000006390,PZF1,YPR186C,YPR186C_mRNA,YPR186C_mRNA,856316,P39933
S000000133,APL3,YBL037W,YBL037W_mRNA,YBL037W_mRNA,852243,P38065
S000004614,CLU1,YMR012W,YMR012W_mRNA,YMR012W_mRNA,855025,Q03690
S000001411,MLP2,YIL149C,YIL149C_mRNA,YIL149C_mRNA,854657,P40457
S000028693,,YMR182W-A,YMR182W-A_mRNA,YMR182W-A_mRNA,1466502,Q8TGS7
S000007222,RIM1,YCR028C-A,YCR028C-A_mRNA,YCR028C-A_mRNA,850395,P32445
S000005880,SOG2,YOR353C,YOR353C_mRNA,YOR353C_mRNA,854535,Q08817
S000002369,UGA4,YDL210W,YDL210W_mRNA,YDL210W_mRNA,851317,P32837
S000001489,L14A,YKL006W,YKL006W_mRNA,YKL006W_mRNA,853864,P36105
S000002886,SNM1,YDR478W,YDR478W_mRNA,YDR478W_mRNA,852089,P40993
S000004286,ATP14,YLR295C,YLR295C_mRNA,YLR295C_mRNA,851002,Q12349
S000003780,PTE1,YJR019C,YJR019C_mRNA,YJR019C_mRNA,853477,P41903
S000002650,AMD2,YDR242W,YDR242W_mRNA,YDR242W_mRNA,851829,P22580
S000004553,SCF ubiquitin ligase complex subunit UFO1,YML088W,YML088W_mRNA,YML088W_mRNA,854886,Q04511
S000006319,GCA1,YPR115W,YPR115W_mRNA,YPR115W_mRNA,856231,Q06108
S000001324,ARC15,YIL062C,YIL062C_mRNA,YIL062C_mRNA,854748,P40518
S000001201,KEL1,YHR158C,YHR158C_mRNA,YHR158C_mRNA,856563,P38853
S000002290,CDC53,YDL132W,YDL132W_mRNA,YDL132W_mRNA,851424,Q12018
S000000062,SEO1,YAL067C,YAL067C_mRNA,YAL067C_mRNA,851230,P39709
S000004486,RP51A,YML024W,YML024W_mRNA,YML024W_mRNA,854984,P02407
S000000493,HAF4,YBR289W,YBR289W_mRNA,YBR289W_mRNA,852592,P18480
S000005036,S-adenosylmethionine-dependent methyltransferase,YNL092W,YNL092W_mRNA,YNL092W_mRNA,855632,P53934
S000005931,RET3,YPL010W,YPL010W_mRNA,YPL010W_mRNA,856097,P53600
S000005028,END3,YNL084C,YNL084C_mRNA,YNL084C_mRNA,855640,P39013
S000004582,TAF65,YML114C,YML114C_mRNA,YML114C_mRNA,854926,Q03750
S000000692,A2,YCR096C,YCR096C_mRNA,YCR096C_mRNA,850458,P0CY13
S000003966,FPS1,YLL043W,YLL043W_mRNA,YLL043W_mRNA,850683,P23900
S000004156,SEC10,YLR166C,YLR166C_mRNA,YLR166C_mRNA,850863,Q06245
S000003595,BTN1,YJL059W,YJL059W_mRNA,YJL059W_mRNA,853387,P47040
S000000728,WBP1,YEL002C,YEL002C_mRNA,YEL002C_mRNA,856716,P33767
S000002284,AAA family ATPase CDC48,YDL126C,YDL126C_mRNA,YDL126C_mRNA,851431,P25694
S000003363,FHN1,YGR131W,YGR131W_mRNA,YGR131W_mRNA,853032,P53279
S000004702,SNZ1,YMR096W,YMR096W_mRNA,YMR096W_mRNA,855121,Q03148
S000004047,MNL2,YLR057W,YLR057W_mRNA,YLR057W_mRNA,850746,Q12205
S000004254,RPS28B,YLR264W,YLR264W_mRNA,YLR264W_mRNA,850969,P0C0X0
S000001843,,YFL051C,YFL051C_mRNA,YFL051C_mRNA,850493,P43552
S000007263,AI3,Q0060,Q0060_mRNA,Q0060_mRNA,854595,P03877
S000001497,NPA1,YKL014C,YKL014C_mRNA,YKL014C_mRNA,853855,P34241
S000004503,gag-pol fusion protein,,,,854969,Q03434
S000001254,FLO5,YHR211W,YHR211W_mRNA,YHR211W_mRNA,856618,P38894
S000004464,TRM12,YML005W,YML005W_mRNA,YML005W_mRNA,855008,Q04235
S000005400,RPS15,YOL040C,YOL040C_mRNA,YOL040C_mRNA,854117,Q01855
S000001068,H(+)-transporting V0 sector ATPase subunit c'',YHR026W,YHR026W_mRNA,YHR026W_mRNA,856421,P23968
S000002782,PHO92,YDR374C,YDR374C_mRNA,YDR374C_mRNA,851980,Q06390
S000005453,TRM10,YOL093W,YOL093W_mRNA,YOL093W_mRNA,854060,Q12400
S000003044,L30,YGL076C,YGL076C_mRNA,YGL076C_mRNA,852804,P05737
S000003540,COX16,YJL003W,YJL003W_mRNA,YJL003W_mRNA,853454,P47081
S000001142,GEP4,YHR100C,YHR100C_mRNA,YHR100C_mRNA,856500,P38812
S000005254,FMP28,YNL310C,YNL310C_mRNA,YNL310C_mRNA,855406,P42844
S000004852,RNT1,YMR239C,YMR239C_mRNA,YMR239C_mRNA,855280,Q02555
S000004716,HFD1,YMR110C,YMR110C_mRNA,YMR110C_mRNA,855137,Q04458
S000004575,PML39,YML107C,YML107C_mRNA,YML107C_mRNA,854864,Q03760
S000002808,URH1,YDR400W,YDR400W_mRNA,YDR400W_mRNA,852009,Q04179
S000005224,ERG24,YNL280C,YNL280C_mRNA,YNL280C_mRNA,855441,P32462
S000004851,DFG5,YMR238W,YMR238W_mRNA,YMR238W_mRNA,855278,Q05031
S000028523,LSO1,YJR005C-A,YJR005C-A_mRNA,YJR005C-A_mRNA,1466469,Q3E827
S000004293,,,,,851011,
S000000541,GFD2,YCL036W,YCL036W_mRNA,YCL036W_mRNA,850321,P25370
S000001329,,YIL067C,YIL067C_mRNA,YIL067C_mRNA,854743,P40514
S000005763,HES1,YOR237W,YOR237W_mRNA,YOR237W_mRNA,854412,P35843
S000005027,Ca(2+)-binding ATP:ADP antiporter SAL1,,,,855641,D6W196
S000001531,ELM1,YKL048C,YKL048C_mRNA,YKL048C_mRNA,853818,P32801
S000002227,CBS1,YDL069C,YDL069C_mRNA,YDL069C_mRNA,851491,P14066
S000005164,ADE12,YNL220W,YNL220W_mRNA,YNL220W_mRNA,855501,P80210
S000000792,D-amino-acid N-acetyltransferase,,,,856642,P39979
S000000398,AIM4,YBR194W,YBR194W_mRNA,YBR194W_mRNA,852493,P38305
S000003664,HOG4,YJL128C,YJL128C_mRNA,YJL128C_mRNA,853313,P08018
S000006235,NTO1,YPR031W,YPR031W_mRNA,YPR031W_mRNA,856143,Q12311
S000001040,COS8,YHL048W,YHL048W_mRNA,YHL048W_mRNA,856337,P38723
S000003166,YIP4,YGL198W,YGL198W_mRNA,YGL198W_mRNA,852676,P53093
S000005980,GRX5,YPL059W,YPL059W_mRNA,YPL059W_mRNA,856048,Q02784
S000005764,,YOR238W,YOR238W_mRNA,YOR238W_mRNA,854413,Q08634
S000002546,NEDD8 family protein RUB1,YDR139C,YDR139C_mRNA,YDR139C_mRNA,851717,Q03919
S000007380,gag-pol fusion protein,,,,851128,P0C2J3
S000028553,,YHR175W-A,YHR175W-A_mRNA,YHR175W-A_mRNA,1466530,Q3E815
S000003425,PDX1,YGR193C,YGR193C_mRNA,YGR193C_mRNA,853107,P16451
S000002592,ATC1,YDR184C,YDR184C_mRNA,YDR184C_mRNA,851765,Q04005
S000001036,DUP240 family protein,YHL044W,YHL044W_mRNA,YHL044W_mRNA,856341,P38727
S000004999,VAC7,YNL054W,YNL054W_mRNA,YNL054W_mRNA,855673,P53950
S000001567,HOT13,YKL084W,YKL084W_mRNA,YKL084W_mRNA,853778,P36078
S000003583,CUL8,YJL047C,YJL047C_mRNA,YJL047C_mRNA,853400,P47050
S000004787,SIP18,YMR175W,YMR175W_mRNA,YMR175W_mRNA,855213,P50263
S000004910,IBI2,YMR295C,YMR295C_mRNA,YMR295C_mRNA,855341,Q03559
S000003130,SUT1,YGL162W,YGL162W_mRNA,YGL162W_mRNA,852714,P53032
S000002490,25S rRNA (adenine645-N1)-methyltransferase,YDR083W,YDR083W_mRNA,YDR083W_mRNA,851656,P38961
S000003887,VPS70,YJR126C,YJR126C_mRNA,YJR126C_mRNA,853590,P47161
S000028521,LSO2,YGR169C-A,YGR169C-A_mRNA,YGR169C-A_mRNA,1466460,Q3E772
S000003358,,YGR126W,YGR126W_mRNA,YGR126W_mRNA,853027,P53274
S000004085,IOC2,YLR095C,YLR095C_mRNA,YLR095C_mRNA,850784,Q12072
S000001812,NFT1,YKR104W,YKR104W_mRNA,YKR104W_mRNA,853979,P0CE69
S000004017,AAT2,YLR027C,YLR027C_mRNA,YLR027C_mRNA,850714,P23542
S000003761,AVT1,YJR001W,YJR001W_mRNA,YJR001W_mRNA,853457,P47082
S000005111,ACR1,YNL167C,YNL167C_mRNA,YNL167C_mRNA,855554,Q02100
S000001162,MSH1,YHR120W,YHR120W_mRNA,YHR120W_mRNA,856520,P25846
S000003556,MPS3,YJL019W,YJL019W_mRNA,YJL019W_mRNA,853434,P47069
S000005991,MUK1,YPL070W,YPL070W_mRNA,YPL070W_mRNA,856035,Q02866
S000000868,RRT13,YER066W,YER066W_mRNA,YER066W_mRNA,856796,P40042
S000002554,EKI1,YDR147W,YDR147W_mRNA,YDR147W_mRNA,851725,Q03764
S000004042,IES3,YLR052W,YLR052W_mRNA,YLR052W_mRNA,850741,Q12345
S000003333,MDM37,YGR101W,YGR101W_mRNA,YGR101W_mRNA,852993,P53259
S000006345,KAR3,YPR141C,YPR141C_mRNA,YPR141C_mRNA,856263,P17119
S000002976,H(+)-exporting P2-type ATPase PMA1,YGL008C,YGL008C_mRNA,YGL008C_mRNA,852876,P05030
S000000603,ADY2,YCR010C,YCR010C_mRNA,YCR010C_mRNA,850368,P25613
S000000396,PYT1,YBR192W,YBR192W_mRNA,YBR192W_mRNA,852491,P38127
S000028698,KSH1,YNL024C-A,YNL024C-A_mRNA,YNL024C-A_mRNA,1466516,Q8TGJ3
S000002498,Fe-S cluster-binding ribosome biosynthesis protein,YDR091C,YDR091C_mRNA,YDR091C_mRNA,851665,Q03195
S000004866,,YMR253C,YMR253C_mRNA,YMR253C_mRNA,855295,Q04835
S000028741,,,,,31009438,
S000004731,EPO1,YMR124W,YMR124W_mRNA,YMR124W_mRNA,855154,P39523
S000004345,BUD8,YLR353W,YLR353W_mRNA,YLR353W_mRNA,851067,P41698
S000006388,GDB1,YPR184W,YPR184W_mRNA,YPR184W_mRNA,856314,Q06625
S000003118,INO80,YGL150C,YGL150C_mRNA,YGL150C_mRNA,852728,P53115
S000004385,ATP10,YLR393W,YLR393W_mRNA,YLR393W_mRNA,851109,P18496
S000001447,DNA primase subunit PRI1,YIR008C,YIR008C_mRNA,YIR008C_mRNA,854825,P10363
S000005819,RPS10A,YOR293W,YOR293W_mRNA,YOR293W_mRNA,854468,Q08745
S000004957,SPO1,YNL012W,YNL012W_mRNA,YNL012W_mRNA,855720,P53541
S000004577,CES4,YML109W,YML109W_mRNA,YML109W_mRNA,854931,P54786
S000001074,ERC1,YHR032W,YHR032W_mRNA,YHR032W_mRNA,856427,P38767
S000004414,DCK1,YLR422W,YLR422W_mRNA,YLR422W_mRNA,851141,Q06409
S000000684,ABP1,YCR088W,YCR088W_mRNA,YCR088W_mRNA,850450,P15891
S000028581,,YOR011W-A,YOR011W-A_mRNA,YOR011W-A_mRNA,1466479,Q3E807
S000001302,APQ12,YIL040W,YIL040W_mRNA,YIL040W_mRNA,854771,P40532
S000002722,RAD34,YDR314C,YDR314C_mRNA,YDR314C_mRNA,851909,Q06665
S000005452,YPQ1,YOL092W,YOL092W_mRNA,YOL092W_mRNA,854061,Q12010
S000006375,BSP1,YPR171W,YPR171W_mRNA,YPR171W_mRNA,856301,Q06604
S000000444,PHO6,YBR240C,YBR240C_mRNA,YBR240C_mRNA,852542,P38141
S000002756,PAL1,YDR348C,YDR348C_mRNA,YDR348C_mRNA,851949,Q05518
S000006395,COR2,YPR191W,YPR191W_mRNA,YPR191W_mRNA,856321,P07257
S000003897,TTI2,YJR136C,YJR136C_mRNA,YJR136C_mRNA,853601,P47168
S000000220,,YBR016W,YBR016W_mRNA,YBR016W_mRNA,852304,P38216
S000004687,,,,,855106,
S000001734,AAS2,YKR026C,YKR026C_mRNA,YKR026C_mRNA,853896,P14741
S000000140,,YBL044W,YBL044W_mRNA,YBL044W_mRNA,852236,P38194
S000001914,,YFR018C,YFR018C_mRNA,YFR018C_mRNA,850573,P43599
S000005092,ALF1,YNL148C,YNL148C_mRNA,YNL148C_mRNA,855574,P53904
S000005326,ERG19,YNR043W,YNR043W_mRNA,YNR043W_mRNA,855779,P32377
S000004700,CBF3C,YMR094W,YMR094W_mRNA,YMR094W_mRNA,855119,P35203
S000003574,IRC18,YJL037W,YJL037W_mRNA,YJL037W_mRNA,853414,P47056
S000001313,IBM1,YIL051C,YIL051C_mRNA,YIL051C_mRNA,854760,P40185
S000003812,FRDS2,YJR051W,YJR051W_mRNA,YJR051W_mRNA,853510,P21375
S000001590,putative short-chain dehydrogenase/reductase,YKL107W,YKL107W_mRNA,YKL107W_mRNA,853753,P34251
S000002356,ASF2,YDL197C,YDL197C_mRNA,YDL197C_mRNA,851330,P32448
S000001596,ERC11,YKL113C,YKL113C_mRNA,YKL113C_mRNA,853747,P26793
S000005650,UBP2,YOR124C,YOR124C_mRNA,YOR124C_mRNA,854291,Q01476
S000005317,SOL1,YNR034W,YNR034W_mRNA,YNR034W_mRNA,855769,P50278
S000006015,LPG14,YPL094C,YPL094C_mRNA,YPL094C_mRNA,856011,P21825
S000003904,PMT4,YJR143C,YJR143C_mRNA,YJR143C_mRNA,853608,P46971
S000001248,HRM2,YHR205W,YHR205W_mRNA,YHR205W_mRNA,856612,P11792
